"Name","Region","casesCumulative","cumulative100000p","reported7d","reported7d100000p","reported24h","deathsCumulative","deathsCumulative100000p","deathsreported7d","deathsreported7d100000p","deathsreported24h","transmisionType"
"Lebanon","Eastern Mediterranean",534968,7837.85,3734,54.71,580,7569,110.89,154,2.26,20,"Community transmission"
"Morocco","Eastern Mediterranean",514670,1394.37,1654,4.48,238,9091,24.63,42,0.11,3,"Community transmission"
"Malaysia","Western Pacific",458077,1415.3,30150,93.15,4855,1788,5.52,178,0.55,27,"Community transmission"
"Nepal","South-East Asia",431191,1479.88,62611,214.89,8842,4466,15.33,937,3.22,214,"Clusters of cases"
"Saudi Arabia","Eastern Mediterranean",430505,1236.59,7099,20.39,1116,7122,20.46,90,0.26,11,"Community transmission"
"Bulgaria","Europe",412814,5938.5,4987,71.74,657,17150,246.71,377,5.42,46,"Clusters of cases"
"Ecuador","Americas",405783,2299.96,10456,59.26,1151,19442,110.2,424,2.4,93,"Community transmission"
"Kazakhstan","Europe",396130,2109.69,5078,27.04,0,4542,24.19,0,0,0,"Clusters of cases"
"Slovakia","Europe",386868,7088.26,2208,40.46,328,12135,222.34,215,3.94,39,"Clusters of cases"
"Belarus","Europe",371405,3930.49,7673,81.2,896,2661,28.16,69,0.73,9,"Community transmission"
"Greece","Europe",369554,3447.79,17527,163.52,2478,11211,104.59,447,4.17,70,"Community transmission"
"Panama","Americas",368930,8550.4,2955,68.49,562,6285,145.66,33,0.76,3,"Community transmission"
"Croatia","Europe",348158,8579.2,7106,175.1,1064,7623,187.84,268,6.6,34,"Community transmission"
"occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean",332111,6510.18,2883,56.51,0,3669,71.92,75,1.47,0,"Community transmission"
"Azerbaijan","Europe",328159,3236.55,4318,42.59,558,4726,46.61,109,1.08,13,"Clusters of cases"
"Georgia","Europe",326441,8183.17,8722,218.64,776,4379,109.77,152,3.81,16,"Community transmission"
"Bolivia (Plurinational State of)","Americas",324868,2783.07,12461,106.75,2290,13345,114.32,222,1.9,37,"Community transmission"
"Tunisia","Eastern Mediterranean",324823,2748.4,7813,66.11,720,11693,98.94,485,4.1,56,"Community transmission"
"Paraguay","Americas",304889,4274.62,15915,223.13,2828,7358,103.16,560,7.85,74,"Community transmission"
"Kuwait","Eastern Mediterranean",289243,6772.94,7471,174.94,1059,1674,39.2,53,1.24,5,"Community transmission"
"Costa Rica","Americas",276887,5435.43,16352,321,3173,3482,68.35,156,3.06,26,"Community transmission"
"Dominican Republic","Americas",274319,2528.77,5135,47.34,822,3560,32.82,46,0.42,6,"Community transmission"
"Ethiopia","Africa",264367,229.96,4228,3.68,695,3938,3.43,143,0.12,27,"Community transmission"
"Lithuania","Europe",262335,9388.92,8244,295.05,1207,4071,145.7,71,2.54,12,"Community transmission"
"Denmark","Europe",262159,4502.31,6689,114.88,1246,2499,42.92,7,0.12,0,"Community transmission"
"Ireland","Europe",254013,5116.65,2926,58.94,446,4937,99.45,22,0.44,8,"Community transmission"
"Republic of Moldova","Europe",253173,6276.04,1353,33.54,224,5981,148.27,89,2.21,11,"Community transmission"
"Slovenia","Europe",247449,11806.56,3669,175.06,726,4621,220.48,10,0.48,0,"Clusters of cases"
"Egypt","Eastern Mediterranean",242120,236.6,8105,7.92,1193,14150,13.83,436,0.43,59,"Clusters of cases"
"Guatemala","Americas",237682,1326.68,5243,29.27,0,7815,43.62,138,0.77,0,"Community transmission"
"Uruguay","Americas",228102,6566.49,18235,524.94,2255,3252,93.62,334,9.62,44,"Community transmission"
"Honduras","Americas",222992,2251.4,6028,60.86,874,5853,59.09,414,4.18,64,"Community transmission"
"Armenia","Europe",220217,7431.64,1892,63.85,267,4291,144.81,99,3.34,19,"Community transmission"
"Qatar","Eastern Mediterranean",212423,7373.1,2953,102.5,299,522,18.12,29,1.01,3,"Community transmission"
"Venezuela (Bolivarian Republic of)","Americas",210948,741.84,8190,28.8,832,2337,8.22,111,0.39,17,"Community transmission"
"Oman","Eastern Mediterranean",202713,3969.61,3369,65.97,0,2148,42.06,65,1.27,0,"Community transmission"
"Bosnia and Herzegovina","Europe",201796,6150.79,1914,58.34,284,8943,272.58,207,6.31,31,"Community transmission"
"Bahrain","Eastern Mediterranean",196105,11524.91,11408,670.44,1816,715,42.02,45,2.64,10,"Community transmission"
"Libya","Eastern Mediterranean",181179,2636.75,1986,28.9,234,3085,44.9,26,0.38,3,"Community transmission"
"Nigeria","Africa",165559,80.31,286,0.14,44,2066,1,3,0,1,"Community transmission"
"Kenya","Africa",164386,305.71,2993,5.57,410,2950,5.49,125,0.23,22,"Community transmission"
"North Macedonia","Europe",154372,7409.69,1235,59.28,150,5151,247.24,135,6.48,16,"Clusters of cases"
"Myanmar","South-East Asia",143004,262.83,101,0.19,7,3212,5.9,2,0,1,"Clusters of cases"
"Puerto Rico","Americas",135871,4749.32,2025,70.78,102,2412,84.31,64,2.24,17,"Community transmission"
"Sri Lanka","South-East Asia",135796,634.17,16372,76.46,3269,892,4.17,147,0.69,24,"Clusters of cases"
"Albania","Europe",131845,4581.45,426,14.8,42,2423,84.2,20,0.69,3,"Clusters of cases"
"Republic of Korea","Western Pacific",130380,254.3,4336,8.46,747,1893,3.69,33,0.06,2,"Clusters of cases"
"Estonia","Europe",126364,9508.37,2217,166.82,300,1212,91.2,25,1.88,2,"Clusters of cases"
"Latvia","Europe",125689,6588.6,4953,259.64,729,2223,116.53,57,2.99,6,"Community transmission"
"Algeria","Africa",124682,284.33,1410,3.22,199,3350,7.64,51,0.12,7,"Community transmission"
"Cuba","Americas",120561,1064.4,7847,69.28,1186,778,6.87,77,0.68,10,"Community transmission"
"Norway","Europe",117494,2188.96,3060,57.01,473,774,14.42,7,0.13,6,"Clusters of cases"
"Kosovo[1]","Europe",106608,5936.96,787,43.83,113,2207,122.91,22,1.23,4,"Community transmission"
"China","Western Pacific",103937,7.06,178,0.01,35,4858,0.33,0,0,0,"Clusters of cases"
"Kyrgyzstan","Europe",99645,1527.32,2367,36.28,329,1681,25.77,41,0.63,6,"Clusters of cases"
"Montenegro","Europe",98443,15674.09,307,48.88,0,1545,245.99,18,2.87,0,"Clusters of cases"
"Thailand","South-East Asia",96050,137.61,17195,24.63,2256,548,0.79,185,0.27,30,"Clusters of cases"
"Uzbekistan","Europe",95826,286.31,2650,7.92,359,667,1.99,10,0.03,1,"Clusters of cases"
"Ghana","Africa",93125,299.7,297,0.96,114,783,2.52,0,0,0,"Community transmission"
"Zambia","Africa",92211,501.58,362,1.97,59,1259,6.85,4,0.02,1,"Community transmission"
"Finland","Europe",89270,1615.66,1472,26.64,280,930,16.83,12,0.22,3,"Community transmission"
"Cameroon","Africa",74733,281.52,0,0,0,1144,4.31,0,0,0,"Community transmission"
"El Salvador","Americas",70915,1093.32,918,14.15,535,2173,33.5,30,0.46,5,"Community transmission"
"Cyprus","Europe",70358,7923.15,2376,267.57,260,341,38.4,14,1.58,2,"Clusters of cases"
"Mozambique","Africa",70287,224.88,235,0.75,20,826,2.64,8,0.03,0,"Community transmission"
"Luxembourg","Europe",68748,10980.21,898,143.43,196,806,128.73,6,0.96,0,"Community transmission"
"Afghanistan","Eastern Mediterranean",63355,162.75,1900,4.88,310,2730,7.01,57,0.15,9,"Community transmission"
"Singapore","Western Pacific",61453,1050.42,167,2.85,34,31,0.53,0,0,0,"Sporadic cases"
"Namibia","Africa",50515,1988.07,1192,46.91,214,702,27.63,35,1.38,6,"Community transmission"
"Botswana","Africa",49041,2085.41,1190,50.6,0,751,31.94,27,1.15,0,"Community transmission"
"Mongolia","Western Pacific",47033,1434.68,4569,139.37,585,193,5.89,51,1.56,9,"Clusters of cases"
"Jamaica","Americas",47020,1587.89,682,23.03,98,834,28.16,36,1.22,14,"Community transmission"
"Côte d’Ivoire","Africa",46516,176.34,285,1.08,32,292,1.11,1,0,0,"Community transmission"
"Uganda","Africa",42487,92.89,385,0.84,60,346,0.76,3,0.01,0,"Community transmission"
"Maldives","South-East Asia",41308,7641.93,7940,1468.89,1216,87,16.09,10,1.85,0,"Clusters of cases"
"Senegal","Africa",40762,243.44,218,1.3,33,1121,6.69,7,0.04,1,"Community transmission"
"Madagascar","Africa",39510,142.68,1394,5.03,159,738,2.67,48,0.17,6,"Community transmission"
"Zimbabwe","Africa",38466,258.81,109,0.73,18,1579,10.62,5,0.03,0,"Community transmission"
"Sudan","Eastern Mediterranean",34889,79.57,137,0.31,0,2446,5.58,10,0.02,0,"Clusters of cases"
"Malawi","Africa",34186,178.7,43,0.22,3,1153,6.03,2,0.01,0,"Community transmission"
"Malta","Europe",30469,5921.32,58,11.27,5,417,81.04,1,0.19,0,"Clusters of cases"
"Democratic Republic of the Congo","Africa",30429,33.98,299,0.33,40,775,0.87,5,0.01,0,"Community transmission"
"Australia","Western Pacific",29955,117.47,69,0.27,8,910,3.57,0,0,0,"Clusters of cases"
"Angola","Africa",29405,89.47,1876,5.71,259,645,1.96,27,0.08,6,"Community transmission"
"Cabo Verde","Africa",27029,4861.44,1870,336.34,320,238,42.81,9,1.62,2,"Community transmission"
"Rwanda","Africa",25846,199.55,425,3.28,73,340,2.63,2,0.02,0,"Community transmission"
"Gabon","Africa",23734,1066.34,533,23.95,169,143,6.42,3,0.13,0,"Community transmission"
"Syrian Arab Republic","Eastern Mediterranean",23595,134.82,404,2.31,52,1682,9.61,51,0.29,6,"Community transmission"
"Guinea","Africa",22707,172.9,239,1.82,0,151,1.15,3,0.02,0,"Community transmission"
"Réunion","Africa",22644,2529.17,1193,133.25,0,169,18.88,19,2.12,0,"Community transmission"
"French Guiana","Americas",21433,7175.86,1207,404.11,327,108,36.16,4,1.34,0,"Community transmission"
"Cambodia","Western Pacific",21141,126.45,2962,17.72,0,142,0.85,28,0.17,0,"Sporadic cases"
"Mayotte","Africa",20176,7395.49,42,15.4,0,171,62.68,1,0.37,0,"Community transmission"
"French Polynesia","Western Pacific",18797,6691.51,21,7.48,0,141,50.19,0,0,0,"Sporadic cases"
"Mauritania","Africa",18745,403.15,203,4.37,21,457,9.83,1,0.02,0,"Community transmission"
"Eswatini","Africa",18492,1593.91,25,2.15,5,671,57.84,0,0,0,"Community transmission"
"Guadeloupe","Americas",15429,3856.05,795,198.69,0,236,58.98,8,2,0,"Community transmission"
"Guyana","Americas",14659,1863.7,830,105.52,128,331,42.08,23,2.92,0,"Community transmission"
"Somalia","Eastern Mediterranean",14486,91.15,118,0.74,0,753,4.74,8,0.05,0,"Community transmission"
"Trinidad and Tobago","Americas",14417,1030.16,2312,165.2,615,235,16.79,46,3.29,11,"Community transmission"
"Mali","Africa",14149,69.87,151,0.75,16,507,2.5,14,0.07,1,"Community transmission"
"Tajikistan","Europe",13714,143.79,0,0,0,91,0.95,0,0,0,"Pending"
"Papua New Guinea","Western Pacific",13707,153.2,1824,20.39,284,136,1.52,15,0.17,3,"Community transmission"
"Andorra","Europe",13470,17433.51,130,168.25,23,127,164.37,0,0,0,"Community transmission"
"Burkina Faso","Africa",13387,64.04,42,0.2,3,164,0.78,3,0.01,0,"Community transmission"
"Haiti","Americas",13268,116.36,104,0.91,13,269,2.36,6,0.05,1,"Community transmission"
"Togo","Africa",13210,159.57,142,1.72,43,125,1.51,2,0.02,0,"Community transmission"
"Belize","Americas",12707,3195.7,27,6.79,3,323,81.23,0,0,0,"Community transmission"
"Curaçao","Americas",12236,7456.75,18,10.97,0,117,71.3,4,2.44,0,"Community transmission"
"Martinique","Americas",11490,3061.84,351,93.53,0,87,23.18,8,2.13,0,"Community transmission"
"Suriname","Americas",11427,1947.9,731,124.61,121,220,37.5,8,1.36,0,"Clusters of cases"
"Djibouti","Eastern Mediterranean",11387,1152.53,80,8.1,0,151,15.28,3,0.3,0,"Community transmission"
"Congo","Africa",11343,205.56,327,5.93,0,148,2.68,1,0.02,0,"Community transmission"
"Bahamas","Americas",11024,2803.35,313,79.59,58,216,54.93,5,1.27,1,"Clusters of cases"
"Aruba","Americas",10795,10110.9,74,69.31,0,104,97.41,4,3.75,0,"Community transmission"
"Lesotho","Africa",10778,503.12,29,1.35,4,320,14.94,1,0.05,1,"Community transmission"
"South Sudan","Africa",10641,95.06,28,0.25,0,115,1.03,0,0,0,"Community transmission"
"Seychelles","Africa",8172,8309.35,1443,1467.25,0,28,28.47,0,0,0,"Community transmission"
"Benin","Africa",7984,65.86,100,0.82,0,101,0.83,1,0.01,0,"Community transmission"
"Guam","Western Pacific",7835,4642.28,36,21.33,1,139,82.36,0,0,0,"Clusters of cases"
"Equatorial Guinea","Africa",7694,548.4,0,0,0,112,7.98,0,0,0,"Community transmission"
"Central African Republic","Africa",6866,142.16,192,3.98,0,95,1.97,2,0.04,0,"Community transmission"
"Iceland","Europe",6526,1792.2,29,7.96,4,29,7.96,0,0,0,"Community transmission"
"Yemen","Eastern Mediterranean",6511,21.83,81,0.27,9,1279,4.29,13,0.04,1,"Community transmission"
"Gambia","Africa",5934,245.54,12,0.5,0,175,7.24,0,0,0,"Community transmission"
"Nicaragua","Americas",5649,85.27,74,1.12,0,184,2.78,1,0.02,0,"Community transmission"
"Niger","Africa",5325,22,16,0.07,1,192,0.79,0,0,0,"Community transmission"
"San Marino","Europe",5087,14989.1,8,23.57,1,90,265.19,0,0,0,"Community transmission"
"Chad","Africa",4891,29.78,44,0.27,3,172,1.05,2,0.01,0,"Community transmission"
"Saint Lucia","Americas",4725,2573.15,123,66.98,25,75,40.84,0,0,0,"Community transmission"
"Gibraltar","Europe",4286,12721.5,0,0,0,94,279.01,0,0,0,"Clusters of cases"
"Burundi","Africa",4261,35.83,168,1.41,28,6,0.05,0,0,0,"Community transmission"
"Sierra Leone","Africa",4090,51.27,22,0.28,1,79,0.99,0,0,0,"Community transmission"
"Barbados","Americas",3957,1376.95,42,14.62,7,46,16.01,1,0.35,1,"Community transmission"
"Comoros","Africa",3930,451.93,13,1.49,0,146,16.79,0,0,0,"Community transmission"
"Timor-Leste","South-East Asia",3879,294.21,1009,76.53,253,8,0.61,4,0.3,3,"Clusters of cases"
"Eritrea","Africa",3822,107.77,115,3.24,4,12,0.34,0,0,0,"Community transmission"
"Guinea-Bissau","Africa",3741,190.09,3,0.15,0,67,3.4,0,0,0,"Community transmission"
"Viet Nam","Western Pacific",3740,3.84,649,0.67,82,35,0.04,0,0,0,"Clusters of cases"
"United States Virgin Islands","Americas",3256,3118.03,78,74.69,20,27,25.86,0,0,0,"Community transmission"
"Jersey","Europe",3236,3001.97,2,1.86,1,69,64.01,0,0,0,"Community transmission"
"Liechtenstein","Europe",3072,7928.36,20,51.62,0,57,147.11,0,0,0,"Sporadic cases"
"Monaco","Europe",2487,6337.27,16,40.77,1,32,81.54,0,0,0,"Sporadic cases"
"Bermuda","Americas",2461,3951.95,32,51.39,6,31,49.78,1,1.61,0,"Community transmission"
"Turks and Caicos Islands","Americas",2404,6209,4,10.33,0,17,43.91,0,0,0,"Clusters of cases"
"Sao Tome and Principe","Africa",2320,1058.59,6,2.74,0,35,15.97,0,0,0,"Community transmission"
"New Zealand","Western Pacific",2289,47.47,11,0.23,1,26,0.54,0,0,0,"Sporadic cases"
"Sint Maarten","Americas",2268,5288.93,21,48.97,0,27,62.96,0,0,0,"Community transmission"
"Liberia","Africa",2125,42.02,12,0.24,7,85,1.68,0,0,0,"Community transmission"
"Saint Vincent and the Grenadines","Americas",1928,1737.88,39,35.15,6,12,10.82,0,0,0,"Community transmission"
"Saint Martin","Americas",1777,4596.6,28,72.43,0,14,36.21,0,0,0,"Community transmission"
"Isle of Man","Europe",1590,1869.88,0,0,0,29,34.1,0,0,0,"No cases"
"Bonaire","Americas",1557,7444.42,16,76.5,0,17,81.28,1,4.78,0,"Community transmission"
"Lao People's Democratic Republic","Western Pacific",1482,20.37,305,4.19,65,1,0.01,1,0.01,0,"Sporadic cases"
"Mauritius","Africa",1288,101.28,47,3.7,0,17,1.34,0,0,0,"Clusters of cases"
"Bhutan","South-East Asia",1263,163.68,102,13.22,6,1,0.13,0,0,0,"Clusters of cases"
"Antigua and Barbuda","Americas",1240,1266.22,4,4.08,0,32,32.68,0,0,0,"Clusters of cases"
"Saint Barthélemy","Americas",994,10055.64,6,60.7,0,1,10.12,0,0,0,"Clusters of cases"
"Guernsey","Europe",822,1275.05,0,0,0,14,21.72,0,0,0,"Community transmission"
"Other","Other",746,NA,0,NA,0,13,NA,0,NA,0,"Not applicable"
"Faroe Islands","Europe",669,1369.08,1,2.05,0,1,2.05,0,0,0,"Sporadic cases"
"Cayman Islands","Americas",560,852.1,15,22.82,12,2,3.04,0,0,0,"Sporadic cases"
"United Republic of Tanzania","Africa",509,0.85,0,0,0,21,0.04,0,0,0,"Pending"
"Wallis and Futuna","Western Pacific",454,4036.99,0,0,0,7,62.24,0,0,0,"Sporadic cases"
"Brunei Darussalam","Western Pacific",232,53.03,3,0.69,1,3,0.69,0,0,0,"Clusters of cases"
"British Virgin Islands","Americas",219,724.28,3,9.92,0,1,3.31,0,0,0,"Clusters of cases"
"Dominica","Americas",178,247.25,4,5.56,3,0,0,0,0,0,"Clusters of cases"
"Northern Mariana Islands (Commonwealth of the)","Western Pacific",170,295.36,2,3.47,0,2,3.47,0,0,0,"Pending"
"Fiji","Western Pacific",165,18.41,36,4.02,4,4,0.45,1,0.11,1,"Sporadic cases"
"Grenada","Americas",161,143.08,0,0,0,1,0.89,0,0,0,"Sporadic cases"
"New Caledonia","Western Pacific",124,43.43,0,0,0,0,0,0,0,0,"Sporadic cases"
"Anguilla","Americas",109,726.57,14,93.32,0,0,0,0,0,0,"Clusters of cases"
"Falkland Islands (Malvinas)","Americas",63,1808.79,0,0,0,0,0,0,0,0,"Sporadic cases"
"Saint Kitts and Nevis","Americas",45,84.6,0,0,0,0,0,0,0,0,"Sporadic cases"
"Greenland","Europe",31,54.6,0,0,0,0,0,0,0,0,"No cases"
"Holy See","Europe",26,3213.84,0,0,0,0,0,0,0,0,"Sporadic cases"
"Saint Pierre and Miquelon","Americas",25,431.41,0,0,0,0,0,0,0,0,"Sporadic cases"
"Montserrat","Americas",20,400.08,0,0,0,1,20,0,0,0,"No cases"
"Sint Eustatius","Americas",20,637.15,0,0,0,0,0,0,0,0,"No cases"
"Solomon Islands","Western Pacific",20,2.91,0,0,0,0,0,0,0,0,"No cases"
"Saba","Americas",7,362.13,0,0,0,0,0,0,0,0,"Sporadic cases"
"Marshall Islands","Western Pacific",4,6.76,0,0,0,0,0,0,0,0,"No cases"
"Vanuatu","Western Pacific",3,0.98,0,0,0,0,0,0,0,0,"No cases"
"Samoa","Western Pacific",1,0.5,0,0,0,0,0,0,0,0,"No cases"
"American Samoa","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
"Cook Islands","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
"Democratic People's Republic of Korea","South-East Asia",0,0,0,0,0,0,0,0,0,0,"No cases"
"Kiribati","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
"Micronesia (Federated States of)","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
"Nauru","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
"Niue","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
"Palau","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
"Pitcairn Islands","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
"Saint Helena","Africa",0,0,0,0,0,0,0,0,0,0,"No cases"
"Tokelau","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
"Tonga","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
"Turkmenistan","Europe",0,0,0,0,0,0,0,0,0,0,"No cases"
"Tuvalu","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
