"","Id","contry","TotalCases","NewCases","TotalDeaths","NewDeaths","TotalRecovered","NewRecovered","ActiveCases","CritcalCase","TotalCase1M","DeathsCase1M","TotalTests","test1Mpop","Population","Continent","Caseevery","Deathevery","Testevery","newCase1M","deathsCase1M","ActiveCas1M"
"14","14","Iran","2575737","20150","73219","344","2022586","17637","479932","5461","30342","863","16379357","192946","84890684","Asia","33","1159","5","237","4","5654"
"15","15","Mexico","2349900","1027","217345","112","1872375","5184","260180","4798","18067","1671","6659184","51199","130064845","North America","55","598","20","8","0.9","2000"
"16","16","Ukraine","2088410","2472","44916","166","1689630","7815","353864","177","47995","1032","9487141","218030","43513052","Europe","21","969","5","57","4","8132"
"17","17","Peru","1814127","","62375","","1688091","","63661","2654","54388","1870","11293108","338571","33355236","South America","18","535","3","",NA,"1909"
"18","18","Indonesia","1686373","4369","46137","188","1541149","5658","99087","","6111","167","14867701","53880","275940759","Asia","164","5981","19","16","0.7","359"
"19","19","Czechia","1636836","2216","29421","15","1565481","127","41934","458","152610","2743","18816612","1754359","10725632","Europe","7","365","1","207","1","3910"
"20","20","South Africa","1586148","1187","54511","59","1509656","1098","21981","546","26465","910","10739813","179197","59933154","Africa","38","1099","6","20","1","367"
"21","21","Netherlands","1524527","7725","17221","32","1284957","6805","222349","821","88808","1003","12762141","743427","17166644","Europe","11","997","1","450","2","12952"
"22","22","Canada","1247298","4041","24385","43","1139978","4622","82935","1456","32807","641","31897888","839001","38018875","North America","30","1559","1","106","1","2181"
"23","23","Chile","1219064","3249","26696","37","1155630","5835","36738","3303","63317","1387","13273297","689399","19253428","South America","16","721","1","169","2","1908"
"24","24","Iraq","1079998","","15566","","964551","","99881","555","26358","380","9445914","230537","40973483","Asia","38","2632","4","",NA,"2438"
"25","25","Philippines","1067892","5683","17622","97","984210","9028","66060","750","9638","159","11987562","108192","110798769","Asia","104","6288","9","51","0.9","596"
"26","26","Romania","1059331","994","28474","94","1000451","2702","30406","1190","55376","1488","8305578","434168","19129869","Europe","18","672","2","52","5","1589"
"27","27","Belgium","996896","1334","24322","31","873183","4856","99391","825","85704","2091","12642980","1086926","11631863","Europe","12","478","1","115","3","8545"
"28","28","Sweden","988554","","14091","33","817785","1436","156678","407","97376","1388","8798383","866668","10151970","Europe","10","720","1","","3","15433"
"29","29","Israel","838688","67","6369","2","831084","89","1235","93","91186","692","14275737","1552117","9197590","Asia","11","1444","1","7","0.2","134"
"30","30","Portugal","837715","258","16981","4","797901","777","22833","87","82357","1669","10633251","1045370","10171756","Europe","12","599","1","25","0.4","2245"
"31","31","Pakistan","837523","3377","18310","161","733062","5018","86151","5326","3731","82","11965682","53308","224465191","Asia","268","12259","19","15","0.7","384"
"32","32","Hungary","784837","726","28045","137","532990","4789","223802","549","81417","2909","5438145","564137","9639766","Europe","12","344","2","75","14","23217"
"33","33","Bangladesh","765596","1914","11705","61","695032","3870","58859","1119","4610","70","5540394","33364","166060868","Asia","217","14187","30","12","0.4","354"
"34","34","Jordan","715703","1530","8955","30","694427","3209","12321","729","69568","870","6763398","657419","10287802","Asia","14","1149","2","149","3","1198"
"35","35","Serbia","694473","1304","6456","24","648438","2948","39579","138","79753","741","3869214","444338","8707824","Europe","13","1349","2","150","3","4545"
"36","36","Switzerland","665585","1633","10667","12","594764","","60154","221","76437","1225","7001299","804047","8707574","Europe","13","816","1","188","1","6908"
"37","37","Austria","624595","1394","10291","31","593684","2159","20620","459","69020","1137","32895293","3635074","9049414","Europe","14","879","0","154","3","2279"
"38","38","Japan","602862","","10361","","531069","","61432","1084","4779","82","12007007","95179","126151493","Asia","209","12176","11","",NA,"487"
"39","39","Lebanon","529205","748","7368","23","472133","7473","49704","513","77827","1084","4041816","594404","6799781","Asia","13","923","2","110","3","7310"
"40","40","UAE","527266","1699","1598","2","507706","1686","17962","","52778","160","44853814","4489775","9990214","Asia","19","6252","0","170","0.2","1798"
"41","41","Morocco","512285","373","9038","6","499089","465","4158","159","13743","242","6292326","168804","37276012","Africa","73","4124","6","10","0.2","112"
"42","42","Saudi Arabia","421300","999","7006","14","404707","1005","9587","1356","11946","199","17166028","486756","35266155","Asia","84","5034","2","28","0.4","272"
"43","43","Malaysia","420632","3120","1574","23","387542","2334","31516","338","12859","48","9658427","295254","32712280","Asia","78","20783","3","95","0.7","963"
"44","44","Bulgaria","405825","","16548","","341168","","48109","649","58777","2397","2535366","367206","6904488","Europe","17","417","3","",NA,"6968"
"45","45","Ecuador","388046","","18765","","329582","","39699","617","21719","1050","1296909","72589","17866575","South America","46","952","14","",NA,"2222"
"46","46","Slovakia","383609","381","11855","48","364902","601","6852","306","70234","2171","2683618","491338","5461859","Europe","14","461","2","70","9","1255"
"47","47","Panama","365299","","6244","","355187","","3868","105","83565","1428","2412680","551921","4371424","North America","12","700","2","",NA,"885"
"48","48","Belarus","362594","697","2582","10","353081","617","6931","","38383","273","5902915","624864","9446716","Europe","26","3659","2","74","1","734"
"49","49","Nepal","351005","7587","3417","55","287790","1775","59798","","11869","116","2537295","85796","29573582","Asia","84","8655","12","257","2","2022"
"50","50","Greece","349936","1368","10668","81","315808","2622","23460","783","33712","1028","8210960","791014","10380300","Europe","30","973","1","132","8","2260"
"51","51","Croatia","336918","1396","7264","46","318621","1695","11033","259","82497","1779","1836108","449586","4084000","Europe","12","562","2","342","11","2702"
"52","52","Kazakhstan","330071","2076","3762","29","281708","1366","44601","221","17405","198","10307341","543513","18964311","Asia","57","5041","2","109","2","2352"
"53","53","Azerbaijan","322761","963","4597","17","296875","2091","21289","","31595","450","3279163","320996","10215593","Asia","32","2222","3","94","2","2084"
"54","54","Tunisia","314152","1405","11016","101","266696","1966","36440","529","26351","924","1333567","111858","11921972","Africa","38","1082","9","118","8","3057"
"55","55","Georgia","313742","788","4183","20","295458","1206","14101","","78775","1050","4235464","1063454","3982742","Asia","13","952","1","198","5","3541"
"56","56","Bolivia","308984","1423","13035","14","254683","1277","41266","83","26172","1104","1195045","101224","11805944","South America","38","906","10","121","1","3495"
"57","57","Palestine","298203","","3283","","276171","","18749","133","57346","631","1754630","337425","5200054","Asia","17","1584","3","",NA,"3606"
"58","58","Paraguay","284453","","6653","","235374","","42426","527","39476","923","1115054","154746","7205713","South America","25","1083","6","",NA,"5888"
"59","59","Kuwait","277832","","1590","","261369","","14873","207","64264","368","2351938","544018","4323272","Asia","16","2719","2","",NA,"3440"
"60","60","Dominican Republic","268070","389","3504","5","229368","908","35198","204","24506","320","1413746","129241","10938838","North America","41","3122","8","36","0.5","3218"
"61","61","Ethiopia","259354","541","3772","15","202679","1523","52903","822","2210","32","2593729","22106","117330812","Africa","452","31106","45","5","0.1","451"
"62","62","Costa Rica","256676","","3290","","205467","","47919","403","50005","641","1004802","195753","5133012","North America","20","1560","5","",NA,"9335"
"63","63","Denmark","254482","809","2491","1","242159","880","9832","43","43806","429","39704750","6834702","5809288","Europe","23","2332","0","139","0.2","1692"
"64","64","Moldova","251504","126","5869","19","241553","337","4082","198","62468","1458","998125","247914","4026096","Europe","16","686","4","31","5","1014"
"65","65","Lithuania","251450","1043","3976","15","226595","1653","20879","202","93465","1478","2859326","1062823","2690313","Europe","11","677","1","388","6","7761"
"66","66","Ireland","250672","382","4908","2","233242","453","12522","41","50297","985","4559235","914798","4983871","Europe","20","1015","1","77","0.4","2513"
"67","67","Slovenia","242777","894","4273","4","228829","719","9675","143","116766","2055","1186020","570427","2079178","Europe","9","487","2","430","2","4653"
"68","68","Egypt","230713","","13531","","172774","","44408","90","2220","130","2715258","26123","103942535","Africa","451","7682","38","",NA,"427"
"69","69","Guatemala","228871","","7578","","206217","","15076","5","12581","417","1266989","69646","18191726","North America","79","2401","14","",NA,"829"
"70","70","Armenia","217407","399","4165","16","201107","635","12135","","73253","1403","996955","335914","2967885","Asia","14","713","3","134","5","4089"
"71","71","Honduras","214475","505","5367","33","79293","197","129815","566","21371","535","634254","63198","10036002","North America","47","1870","16","50","3","12935"
"72","72","Qatar","208232","640","483","3","195521","1422","12228","308","74162","172","1923392","685016","2807805","Asia","13","5813","1","228","1","4355"
"73","73","Uruguay","204120","","2796","","176783","","24541","555","58591","803","1828957","524987","3483815","South America","17","1246","2","",NA,"7044"
"74","74","Venezuela","200931","","2189","","182757","","15985","317","7083","77","3359014","118407","28368321","South America","141","12959","8","",NA,"563"
"75","75","Bosnia and Herzegovina","199463","280","8713","61","161369","2146","29381","","61116","2670","913433","279879","3263676","Europe","16","375","4","86","19","9002"
"76","76","Oman","197802","902","2062","9","179175","1123","16565","287","37933","395","1550000","297245","5214561","Asia","26","2529","3","173","2","3177"
"77","77","Bahrain","180462","","657","","168865","","10940","101","103089","375","4139497","2364684","1750550","Asia","10","2664","0","",NA,"6249"
"78","78","Libya","178672","337","3049","2","164663","467","10960","","25711","439","966204","139036","6949294","Africa","39","2279","7","48","0.3","1577"
"79","79","Nigeria","165199","","2063","","155371","","7765","11","785","10","1912628","9091","210386770","Africa","1274","101981","110","",NA,"37"
"80","80","Kenya","160559","","2781","","109077","","48701","190","2932","51","1681420","30707","54756944","Africa","341","19690","33","",NA,"889"
"81","81","North Macedonia","152814","67","4992","31","134653","782","13169","124","73352","2396","726409","348682","2083302","Europe","14","417","3","32","15","6321"
"82","82","Myanmar","142858","16","3209","","131997","8","7652","","2611","59","2583157","47211","54715028","Asia","383","17050","21","0.3",NA,"140"
"83","83","Albania","131327","51","2402","3","112626","834","16299","18","45676","835","641608","223156","2875161","Europe","22","1197","4","18","1","5669"
"84","84","S. Korea","124269","541","1840","6","114128","772","8301","162","2422","36","8957155","174582","51306175","Asia","413","27884","6","11","0.1","162"
"85","85","Estonia","123344","401","1177","5","113396","916","8771","53","92930","887","1303545","982115","1327283","Europe","11","1128","1","302","4","6608"
"86","86","Algeria","122717","","3280","","85534","","33903","28","2757","74","230861","5187","44510983","Africa","363","13570","193","",NA,"762"
"87","87","Latvia","120378","425","2159","5","110153","872","8066","84","64420","1155","2316750","1239795","1868656","Europe","16","866","1","227","3","4316"
"88","88","Sri Lanka","115590","1914","709","","99153","944","15728","","5379","33","2733805","127222","21488441","Asia","186","30308","8","89",NA,"732"
"89","89","Norway","114159","207","757","","88952","","24450","35","20921","139","5212177","955188","5456701","Europe","48","7208","1","38",NA,"4481"
"90","90","Cuba","110644","1019","686","11","104326","1070","5632","115","9773","61","3720729","328663","11320818","North America","102","16503","3","90","1","497"
"91","91","Montenegro","97813","95","1516","6","94216","200","2081","64","155720","2414","379549","604249","628133","Europe","6","414","2","151","10","3313"
"92","92","Kyrgyzstan","96561","224","1630","8","90146","225","4785","72","14600","246","1004603","151891","6613957","Asia","68","4058","7","34","1","723"
"93","93","Ghana","92683","","779","","90324","","1580","6","2932","25","1105620","34974","31612935","Africa","341","40581","29","",NA,"50"
"94","94","Uzbekistan","92320","314","655","2","88258","293","3407","23","2725","19","1377915","40678","33874002","Asia","367","51716","25","9","0.06","101"
"95","95","Zambia","91804","82","1254","1","90166","36","384","36","4880","67","1417259","75340","18811410","Africa","205","15001","13","4","0.05","20"
"96","96","Finland","87529","184","916","1","46000","","40613","29","15777","165","4534308","817297","5547934","Europe","63","6057","1","33","0.2","7320"
"97","97","Thailand","72788","1763","303","27","42474","1490","30011","981","1041","4","8124896","116158","69946739","Asia","961","230847","9","25","0.4","429"
"98","98","Cameroon","72250","","1107","","67625","","3518","385","2667","41","1257949","46427","27095141","Africa","375","24476","22","",NA,"130"
"99","99","Mozambique","70031","31","817","2","67342","17","1872","38","2190","26","522290","16331","31982449","Africa","457","39146","61","1.0","0.06","59"
"100","100","El Salvador","69727","262","2137","3","65264","249","2326","31","10705","328","924481","141931","6513607","North America","93","3048","7","40","0.5","357"
"101","101","Luxembourg","67642","147","800","","64260","166","2582","34","106612","1261","2682666","4228193","634471","Europe","9","793","0","232",NA,"4070"
"102","102","Cyprus","66911","","321","","39061","","27529","66","55084","264","4962867","4085633","1214712","Asia","18","3784","0","",NA,"22663"
"103","103","Singapore","61252","17","31","","60806","","415","","10401","5","9906797","1682303","5888829","Asia","96","189962","1","3",NA,"70"
"104","104","Afghanistan","60797","234","2654","6","53694","133","4449","1124","1533","67","410805","10359","39657776","Asia","652","14943","97","6","0.2","112"
"105","105","Namibia","48654","","643","","46238","","1773","37","18864","249","388574","150654","2579255","Africa","53","4011","7","",NA,"687"
"106","106","Botswana","47851","","724","","45645","","1482","1","20012","303","1036708","433557","2391168","Africa","50","3303","2","",NA,"620"
"107","107","Ivory Coast","46154","","287","","45662","","205","","1714","11","594288","22075","26921274","Africa","583","93802","45","",NA,"8"
"108","108","Jamaica","46087","48","793","3","21646","159","23648","26","15507","267","336394","113188","2971991","North America","64","3748","9","16","1","7957"
"109","109","Uganda","42032","59","342","","41652","54","38","24","895","7","1024133","21819","46938645","Africa","1117","137248","46","1",NA,"0.8"
"110","110","Senegal","40492","28","1111","","39214","22","167","13","2367","65","484716","28329","17110498","Africa","423","15401","35","2",NA,"10"
"111","111","Mongolia","40396","1015","126","7","24333","1401","15937","119","12159","38","2735578","823394","3322321","Asia","82","26368","1","306","2","4797"
"112","112","Zimbabwe","38293","","1573","","35647","","1073","12","2545","105","420611","27960","15043482","Africa","393","9564","36","",NA,"71"
"113","113","Madagascar","37989","238","682","5","33568","422","3739","308","1343","24","187331","6624","28282577","Africa","744","41470","151","8","0.2","132"
"114","114","Malawi","34099","","1148","","32069","","882","8","1745","59","233526","11951","19540706","Africa","573","17022","84","",NA,"45"
"115","115","Sudan","33104","","2349","","26795","","3960","","741","53","232965","5212","44700808","Africa","1350","19030","192","",NA,"89"
"116","116","Maldives","31931","601","74","","25340","126","6517","90","58217","135","741457","1351840","548480","Asia","17","7412","1","1096",NA,"11882"
"117","117","Malta","30381","27","416","","29677","19","288","","68653","940","874285","1975660","442528","Europe","15","1064","1","61",NA,"651"
"118","118","DRC","30071","66","770","2","26282","32","3019","","327","8","150462","1639","91819892","Africa","3053","119247","610","0.7","0.02","33"
"119","119","Australia","29850","9","910","","28655","","285","1","1159","35","16963084","658836","25747052","Australia/Oceania","863","28293","2","0.3",NA,"11"
"120","120","Angola","27133","","603","","24190","","2340","27","805","18","502716","14911","33714046","Africa","1243","55911","67","",NA,"69"
"121","121","Rwanda","25311","","337","","23513","","1461","1","1915","25","1323587","100127","13219117","Africa","522","39226","10","",NA,"111"
"122","122","Cabo Verde","24742","194","228","2","21469","220","3045","23","44101","406","154030","274547","561033","Africa","23","2461","4","346","4","5427"
"123","123","Gabon","23201","","140","","19740","","3321","22","10223","62","736002","324314","2269412","Africa","98","16210","3","",NA,"1463"
"124","124","Syria","22977","","1610","","17339","","4028","","1287","90","103566","5801","17854130","Asia","777","11090","172","",NA,"226"
"125","125","Guinea","22368","35","146","","19892","79","2330","24","1666","11","435646","32442","13428646","Africa","600","91977","31","3",NA,"174"
"126","126","Réunion","20381","","148","","18659","","1574","36","22629","164","101244","112411","900658","Africa","44","6086","9","",NA,"1748"
"127","127","Mayotte","20094","","170","","2964","","16960","3","72206","611","171277","615467","278288","Africa","14","1637","2","",NA,"60944"
"128","128","French Guiana","19697","","104","","9995","","9598","17","64556","341","218631","716553","305115","South America","15","2934","1","",NA,"31457"
"129","129","French Polynesia","18765","","141","","18602","","22","3","66480","500","26355","93369","282267","Australia/Oceania","15","2002","11","",NA,"78"
"130","130","Mauritania","18476","","455","","17744","","277","14","3889","96","236440","49764","4751196","Africa","257","10442","20","",NA,"58"
"131","131","Eswatini","18461","1","671","","17763","5","27","3","15776","573","188695","161250","1170204","Africa","63","1744","6","0.9",NA,"23"
"132","132","Cambodia","16299","938","107","1","5791","361","10401","","964","6","928777","54918","16912107","Asia","1038","158057","18","55","0.06","615"
"133","133","Guadeloupe","14555","","198","","2242","","12115","18","36371","495","180000","449796","400181","North America","27","2021","2","",NA,"30274"
"134","134","Somalia","14121","206","721","8","6009","162","7391","","868","44","115330","7092","16261372","Africa","1152","22554","141","13","0.5","455"
"135","135","Mali","13937","","491","","8759","","4687","","672","24","257085","12399","20734948","Africa","1488","42230","81","",NA,"226"
"136","136","Guyana","13564","","303","","11447","","1814","15","17175","384","125174","158502","789730","South America","58","2606","6","",NA,"2297"
"137","137","Burkina Faso","13324","","157","","13067","","100","","623","7","180471","8441","21379263","Africa","1605","136174","118","",NA,"5"
"138","138","Andorra","13316","21","127","","12818","25","371","18","172110","1641","193595","2502230","77369","Europe","6","609","0","271",NA,"4795"
"139","139","Tajikistan","13308","","90","","13218","","0","","1370","9","","","9715884","Asia","730","107954","","",NA,""
"140","140","Haiti","13135","","257","","12151","","727","","1140","22","60085","5216","11518627","North America","877","44820","192","",NA,"63"
"141","141","Togo","13017","7","123","","11281","12","1613","","1542","15","312866","37069","8440102","Africa","648","68619","27","0.8",NA,"191"
"142","142","Belize","12674","","323","","12239","","112","1","31399","800","118990","294789","403644","North America","32","1250","3","",NA,"277"
"143","143","Curaçao","12213","","111","","11784","","318","22","74173","674","96311","584926","164655","North America","13","1483","2","",NA,"1931"
"144","144","Hong Kong","11791","4","210","","11451","4","130","3","1562","28","11193673","1483027","7547854","Asia","640","35942","1","0.5",NA,"17"
"145","145","Trinidad and Tobago","11471","","179","","8733","","2559","8","8174","128","136357","97170","1403285","North America","122","7840","10","",NA,"1824"
"146","146","Papua New Guinea","11273","11","121","6","9773","75","1379","","1240","13","93283","10264","9088227","Australia/Oceania","806","75109","97","1","0.7","152"
"147","147","Martinique","11253","","75","","98","","11080","33","30006","200","157145","419030","375021","North America","33","5000","2","",NA,"29545"
"148","148","Djibouti","11247","46","147","1","10901","35","199","","11247","147","150551","150553","999990","Africa","89","6803","7","46","1","199"
"149","149","Congo","11016","","147","","8208","","2661","","1956","26","92500","16427","5631001","Africa","511","38306","61","",NA,"473"
"150","150","Lesotho","10733","","318","","6267","","4148","","4977","147","80556","37356","2156454","Africa","201","6781","27","",NA,"1924"
"151","151","Aruba","10679","","100","","10435","","144","14","99668","933","149660","1396786","107146","North America","10","1071","1","",NA,"1344"
"152","152","South Sudan","10613","11","115","","10312","","186","","939","10","153445","13575","11303356","Africa","1065","98290","74","1.0",NA,"16"
"153","153","Bahamas","10576","","210","","9579","","787","4","26681","530","88056","222148","396385","North America","37","1888","5","",NA,"1985"
"154","154","Suriname","10543","","207","","9482","","854","23","17838","350","51356","86893","591027","South America","56","2855","12","",NA,"1445"
"155","155","Benin","7884","","100","","7652","","132","35","636","8","595112","48043","12387020","Africa","1571","123870","21","",NA,"11"
"156","156","Equatorial Guinea","7694","","112","","7279","","303","7","5339","78","123169","85464","1441180","Africa","187","12868","12","",NA,"210"
"157","157","Nicaragua","6898","","182","","4225","","2491","","1031","27","","","6690390","North America","970","36760","","",NA,"372"
"158","158","CAR","6521","110","91","3","5112","","1318","2","1331","19","40907","8349","4899770","Africa","751","53844","120","22","0.6","269"
"159","159","Iceland","6491","8","29","","6295","15","167","5","18919","85","607492","1770618","343096","Europe","53","11831","1","23",NA,"487"
"160","160","Yemen","6390","27","1240","1","2948","38","2202","23","210","41","28115","926","30372612","Asia","4753","24494","1080","0.9","0.03","72"
"161","161","Seychelles","6373","","28","","5277","","1068","","64467","283","21504","217526","98857","Africa","16","3531","5","",NA,"10803"
"162","162","Gambia","5901","","175","","5419","","307","3","2386","71","73324","29649","2473034","Africa","419","14132","34","",NA,"124"
"163","163","Niger","5261","","191","","4865","","205","18","211","8","99623","3996","24931790","Africa","4739","130533","250","",NA,"8"
"164","164","San Marino","5067","","90","","4935","","42","4","149069","2648","61760","1816952","33991","Europe","7","378","1","",NA,"1236"
"165","165","Chad","4828","","170","","4528","","130","","287","10","114119","6786","16817082","Africa","3483","98924","147","",NA,"8"
"166","166","Saint Lucia","4573","13","74","","4398","30","101","1","24809","401","40631","220425","184330","North America","40","2491","5","71",NA,"548"
"167","167","Gibraltar","4286","3","94","","4188","2","4","1","127245","2791","235484","6991182","33683","Europe","8","358","0","89",NA,"119"
"168","168","Sierra Leone","4068","6","79","","3078","","911","","501","10","153257","18892","8112064","Africa","1994","102684","53","0.7",NA,"112"
"169","169","Channel Islands","4055","","86","","3956","","13","","23145","491","454413","2593637","175203","Europe","43","2037","0","",NA,"74"
"170","170","Burundi","4052","6","6","","773","","3273","","333","0.5","90019","7388","12184602","Africa","3007","2030767","135","0.5",NA,"269"
"171","171","Barbados","3881","","44","","3804","","33","","13491","153","154952","538645","287670","North America","74","6538","2","",NA,"115"
"172","172","Comoros","3845","","146","","3675","","24","","4345","165","","","885020","Africa","230","6062","","",NA,"27"
"173","173","Guinea-Bissau","3736","","67","","3327","","342","9","1862","33","63774","31781","2006684","Africa","537","29951","31","",NA,"170"
"174","174","Eritrea","3681","8","12","","3503","7","166","","1026","3","23693","6605","3587392","Africa","975","298949","151","2",NA,"46"
"175","175","Vietnam","2995","14","35","","2560","","400","","31","0.4","2598753","26499","98070900","Asia","32745","2802026","38","0.1",NA,"4"
"176","176","Liechtenstein","2948","2","57","","2830","12","61","7","77132","1491","39109","1023260","38220","Europe","13","671","1","52",NA,"1596"
"177","177","Timor-Leste","2653","129","4","","1334","69","1315","","1981","3","69967","52239","1339366","Asia","505","334842","19","96",NA,"982"
"178","178","New Zealand","2623","1","26","","2573","2","24","","524","5","2031925","406214","5002100","Australia/Oceania","1907","192388","2","0.2",NA,"5"
"179","179","Monaco","2468","3","32","","2390","10","46","2","62521","811","51953","1316099","39475","Europe","16","1234","1","76",NA,"1165"
"180","180","Bermuda","2422","29","30","2","1966","146","426","20","39011","483","242439","3904953","62085","North America","26","2070","0","467","32","6862"
"181","181","Turks and Caicos","2393","","17","","2343","","33","2","61118","434","57655","1472519","39154","North America","16","2303","1","",NA,"843"
"182","182","Sao Tome and Principe","2310","","35","","2244","","31","","10380","157","12999","58409","222550","Africa","96","6359","17","",NA,"139"
"183","183","Sint Maarten","2240","","27","","2189","","24","1","51752","624","26359","608992","43283","North America","19","1603","2","",NA,"554"
"184","184","Liberia","2110","","85","","1952","","73","2","409","16","96871","18786","5156548","Africa","2444","60665","53","",NA,"14"
"185","185","St. Vincent Grenadines","1882","","11","","1731","","140","2","16919","99","45375","407920","111235","North America","59","10112","2","",NA,"1259"
"186","186","Saint Martin","1745","","12","","1399","","334","7","44497","306","27588","703488","39216","North America","22","3268","1","",NA,"8517"
"187","187","Isle of Man","1590","","29","","1548","","13","1","18616","340","44761","524072","85410","Europe","54","2945","2","",NA,"152"
"188","188","Caribbean Netherlands","1560","","16","","1532","","12","","59031","605","10040","379914","26427","North America","17","1652","3","",NA,"454"
"189","189","Antigua and Barbuda","1232","","32","","1014","","186","1","12494","325","16700","169359","98607","North America","80","3081","6","",NA,"1886"
"190","190","Mauritius","1214","3","17","","1111","3","86","","953","13","358675","281637","1273537","Africa","1049","74914","4","2",NA,"68"
"191","191","Taiwan","1153","8","12","","1067","9","74","","48","0.5","539626","22623","23852904","Asia","20688","1987742","44","0.3",NA,"3"
"192","192","Bhutan","1135","16","1","","999","","135","","1458","1","716469","920075","778707","Asia","686","778707","1","21",NA,"173"
"193","193","Laos","1026","60","","","60","","966","","139","","180598","24526","7363666","Asia","7177","","41","8",NA,"131"
"194","194","St. Barth","974","","1","","462","","511","","98364","101","26385","2664613","9902","North America","10","9902","0","",NA,"51606"
"195","195","Diamond Princess","712","","13","","699","","0","","","","","","","","","","","",NA,""
"196","196","Faeroe Islands","665","1","1","","662","","2","","13566","20","254308","5188053","49018","Europe","74","49018","0","20",NA,"41"
"197","197","Cayman Islands","545","2","2","","533","7","10","","8212","30","90620","1365438","66367","North America","122","33184","1","30",NA,"151"
"198","198","Tanzania","509","","21","","183","","305","7","8","0.3","","","61146553","Africa","120131","2911741","","",NA,"5"
"199","199","Wallis and Futuna","444","","7","","44","","393","1","40098","632","15256","1377766","11073","Australia/Oceania","25","1582","1","",NA,"35492"
"200","200","Brunei","228","1","3","","218","","7","","517","7","121565","275669","440981","Asia","1934","146994","4","2",NA,"16"
"201","201","British Virgin Islands","216","","1","","191","","24","","7105","33","39777","1308497","30399","North America","141","30399","1","",NA,"789"
"202","202","Dominica","174","","","","172","","2","","2412","","14936","207053","72136","North America","415","","5","",NA,"28"
"203","203","Grenada","160","","1","","158","","1","","1416","9","26331","233100","112960","North America","706","112960","4","",NA,"9"
"204","204","New Caledonia","124","","","","58","","66","","431","","30081","104523","287792","Australia/Oceania","2321","","10","",NA,"229"
"205","205","Fiji","121","","2","","75","7","44","","134","2","56266","62387","901880","Australia/Oceania","7454","450940","16","",NA,"49"
"206","206","Anguilla","95","","","","29","","66","","6285","","20821","1377506","15115","North America","159","","1","",NA,"4367"
"207","207","Falkland Islands","63","","","","62","","1","","17677","","7202","2020763","3564","South America","57","","0","",NA,"281"
"208","208","Macao","49","","","","49","","0","","75","","4483","6826","656724","Asia","13403","","146","",NA,""
"209","209","Saint Kitts and Nevis","45","","","","44","","1","","841","","13691","255840","53514","North America","1189","","4","",NA,"19"
"210","210","Greenland","31","","","","31","","0","","545","","20669","363552","56853","North America","1834","","3","",NA,""
"211","211","Vatican City","27","","","","15","","12","","33624","","","","803","Europe","30","","","",NA,"14944"
"212","212","Saint Pierre Miquelon","25","","","","25","","0","","4333","","5318","921664","5770","North America","231","","1","",NA,""
"213","213","Montserrat","20","","1","","19","","0","","4004","200","1313","262863","4995","North America","250","4995","4","",NA,""
"214","214","Solomon Islands","20","","","","20","","0","","29","","4500","6420","700888","Australia/Oceania","35044","","156","",NA,""
"215","215","Western Sahara","10","","1","","8","","1","","16","2","","","609548","Africa","60955","609548","","",NA,"2"
"216","216","MS Zaandam","9","","2","","7","","0","","","","","","","","","","","",NA,""
"217","217","Vanuatu","4","","1","","3","","0","","13","3","23000","73455","313115","Australia/Oceania","78279","313115","14","",NA,""
