"Name","Region","casesCumulative","cumulative100000p","reported7d","reported7d100000p","reported24h","deathsCumulative","deathsCumulative100000p","deathsreported7d","deathsreported7d100000p","deathsreported24h","transmisionType"
"Peru","Americas",1858239,5635.83,39550,119.95,4869,64691,196.2,2017,6.12,318,"Community transmission"
"Indonesia","South-East Asia",1728204,631.83,36546,13.36,4608,47617,17.41,1268,0.46,152,"Community transmission"
"Czechia","Europe",1648667,15416.84,9419,88.08,1686,29787,278.54,308,2.88,38,"Community transmission"
"South Africa","Africa",1602031,2701.17,13810,23.28,2759,54968,92.68,411,0.69,72,"Community transmission"
"Netherlands","Europe",1571398,9027.09,47108,270.62,5586,17383,99.86,164,0.94,44,"Community transmission"
"Canada","Americas",1299572,3443.29,49622,131.48,5386,24714,65.48,318,0.84,32,"Community transmission"
"Chile","Americas",1260448,6593.61,37499,196.16,3902,27384,143.25,658,3.44,28,"Community transmission"
"Iraq","Eastern Mediterranean",1127580,2803.36,35626,88.57,4666,15855,39.42,215,0.53,21,"Community transmission"
"Philippines","Western Pacific",1118359,1020.58,44824,40.9,4812,18714,17.08,914,0.83,94,"Community transmission"
"Romania","Europe",1067887,5524.84,8556,44.27,1156,29135,150.73,661,3.42,101,"Community transmission"
"Sweden","Europe",1021604,9891.99,33102,320.52,2463,14217,137.66,20,0.19,1,"Community transmission"
"Belgium","Europe",1020332,8855.17,14507,125.9,2,24609,213.57,203,1.76,0,"Community transmission"
"Pakistan","Eastern Mediterranean",867438,392.7,25802,11.68,2881,19210,8.7,781,0.35,104,"Community transmission"
"Portugal","Europe",840008,8158.66,2293,22.27,268,16994,165.06,13,0.13,1,"Clusters of cases"
"Israel","Europe",839022,9693.47,375,4.33,29,6378,73.69,8,0.09,0,"Community transmission"
"Hungary","Europe",793784,8125.1,7817,80.01,905,28888,295.7,715,7.32,96,"Community transmission"
"Bangladesh","South-East Asia",777397,472.04,10059,6.11,1140,12045,7.31,290,0.18,40,"Community transmission"
"Jordan","Eastern Mediterranean",722336,7079.55,5413,53.05,483,9180,89.97,192,1.88,29,"Community transmission"
"Serbia","Europe",702451,10141.2,7978,115.18,1125,6594,95.2,138,1.99,18,"Community transmission"
"Switzerland","Europe",672602,7771.6,7592,87.72,0,10076,116.42,27,0.31,0,"Community transmission"
"Japan","Western Pacific",658629,520.75,42506,33.61,6927,11165,8.83,648,0.51,101,"Clusters of cases"
"Austria","Europe",628714,7063.36,8183,91.93,968,10156,114.1,117,1.31,19,"Community transmission"
"United Arab Emirates","Eastern Mediterranean",540646,5466.37,11426,115.53,1508,1619,16.37,18,0.18,2,"Clusters of cases"
"Lebanon","Eastern Mediterranean",534388,7829.35,4171,61.11,703,7549,110.6,159,2.33,22,"Community transmission"
"Morocco","Eastern Mediterranean",514432,1393.73,1776,4.81,268,9088,24.62,45,0.12,5,"Community transmission"
"Malaysia","Western Pacific",453222,1400.3,28846,89.12,4765,1761,5.44,170,0.53,39,"Community transmission"
"Saudi Arabia","Eastern Mediterranean",429389,1233.38,7073,20.32,1020,7111,20.43,93,0.27,13,"Community transmission"
"Nepal","South-East Asia",422349,1449.54,62739,215.33,9238,4252,14.59,777,2.67,168,"Clusters of cases"
"Bulgaria","Europe",412157,5929.05,5965,85.81,877,17104,246.05,495,7.12,59,"Clusters of cases"
"Ecuador","Americas",402595,2281.89,9547,54.11,0,19286,109.31,379,2.15,0,"Community transmission"
"Kazakhstan","Europe",396130,2109.69,8019,42.71,0,4542,24.19,0,0,0,"Clusters of cases"
"Slovakia","Europe",386540,7082.25,2223,40.73,404,12096,221.62,210,3.85,19,"Clusters of cases"
"Belarus","Europe",370509,3921.01,7915,83.76,742,2652,28.07,70,0.74,10,"Community transmission"
"Panama","Americas",368368,8537.38,2749,63.71,460,6282,145.59,34,0.79,5,"Community transmission"
"Greece","Europe",367076,3424.67,17140,159.91,3172,11141,103.94,473,4.41,52,"Community transmission"
"Croatia","Europe",347094,8552.98,7682,189.3,1471,7589,187.01,274,6.75,40,"Community transmission"
"occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean",332111,6510.18,3534,69.27,493,3669,71.92,84,1.65,8,"Community transmission"
"Azerbaijan","Europe",327601,3231.04,4840,47.74,514,4713,46.48,116,1.14,15,"Clusters of cases"
"Georgia","Europe",325665,8163.72,9752,244.46,1409,4363,109.37,156,3.91,27,"Community transmission"
"Tunisia","Eastern Mediterranean",324103,2742.31,8503,71.95,1105,11637,98.46,515,4.36,81,"Community transmission"
"Bolivia (Plurinational State of)","Americas",322578,2763.45,12006,102.85,2369,13308,114.01,226,1.94,50,"Community transmission"
"Paraguay","Americas",302061,4234.97,15394,215.83,2377,7284,102.12,562,7.88,75,"Community transmission"
"Kuwait","Eastern Mediterranean",288184,6748.14,7648,179.09,985,1669,39.08,59,1.38,9,"Community transmission"
"Costa Rica","Americas",273714,5373.14,15734,308.87,2236,3456,67.84,146,2.87,26,"Community transmission"
"Dominican Republic","Americas",273497,2521.2,4936,45.5,688,3554,32.76,45,0.41,4,"Community transmission"
"Ethiopia","Africa",264367,229.96,4228,3.68,695,3938,3.43,143,0.12,27,"Community transmission"
"Lithuania","Europe",261128,9345.73,8429,301.67,1266,4059,145.27,66,2.36,6,"Community transmission"
"Denmark","Europe",260913,4480.91,6431,110.45,925,2499,42.92,8,0.14,2,"Community transmission"
"Ireland","Europe",253567,5107.67,2895,58.31,378,4929,99.29,21,0.42,8,"Community transmission"
"Republic of Moldova","Europe",252949,6270.48,1445,35.82,151,5970,147.99,101,2.5,12,"Community transmission"
"Slovenia","Europe",246725,11772.01,3875,184.89,491,4620,220.43,13,0.62,1,"Clusters of cases"
"Egypt","Eastern Mediterranean",240927,235.43,8022,7.84,1187,14091,13.77,436,0.43,58,"Clusters of cases"
"Guatemala","Americas",237682,1326.68,6393,35.68,1416,7815,43.62,173,0.97,39,"Community transmission"
"Uruguay","Americas",225847,6501.57,18901,544.11,2977,3208,92.35,347,9.99,37,"Community transmission"
"Honduras","Americas",222118,2242.57,6285,63.46,1130,5789,58.45,403,4.07,88,"Community transmission"
"Armenia","Europe",219950,7422.63,2050,69.18,354,4272,144.17,94,3.17,16,"Community transmission"
"Qatar","Eastern Mediterranean",212124,7362.72,3247,112.7,392,519,18.01,30,1.04,3,"Community transmission"
"Venezuela (Bolivarian Republic of)","Americas",210116,738.91,8309,29.22,954,2320,8.16,112,0.39,16,"Community transmission"
"Oman","Eastern Mediterranean",202713,3969.61,4141,81.09,0,2148,42.06,77,1.51,0,"Community transmission"
"Bosnia and Herzegovina","Europe",201512,6142.13,2049,62.45,295,8912,271.64,199,6.07,50,"Community transmission"
"Bahrain","Eastern Mediterranean",194289,11418.19,10959,644.05,1539,705,41.43,41,2.41,8,"Community transmission"
"Libya","Eastern Mediterranean",180945,2633.35,2018,29.37,253,3082,44.85,24,0.35,5,"Community transmission"
"Nigeria","Africa",165559,80.31,286,0.14,44,2066,1,3,0,1,"Community transmission"
"Kenya","Africa",164386,305.71,2993,5.57,410,2950,5.49,125,0.23,22,"Community transmission"
"North Macedonia","Europe",154222,7402.49,1408,67.58,171,5135,246.47,143,6.86,26,"Clusters of cases"
"Myanmar","South-East Asia",142997,262.81,139,0.26,23,3211,5.9,2,0,1,"Clusters of cases"
"Puerto Rico","Americas",135769,4745.75,2064,72.15,43,2395,83.72,58,2.03,11,"Community transmission"
"Sri Lanka","South-East Asia",132527,618.9,14998,70.04,1429,868,4.05,148,0.69,18,"Clusters of cases"
"Albania","Europe",131803,4579.99,476,16.54,50,2420,84.09,18,0.63,4,"Clusters of cases"
"Republic of Korea","Western Pacific",129633,252.85,4114,8.02,715,1891,3.69,40,0.08,7,"Clusters of cases"
"Estonia","Europe",126064,9485.8,2283,171.79,368,1210,91.05,27,2.03,4,"Clusters of cases"
"Latvia","Europe",124960,6550.38,4582,240.19,659,2217,116.21,58,3.04,4,"Community transmission"
"Algeria","Africa",124682,284.33,1410,3.22,199,3350,7.64,51,0.12,7,"Community transmission"
"Cuba","Americas",119375,1053.93,7721,68.17,1207,768,6.78,74,0.65,13,"Community transmission"
"Norway","Europe",117021,2180.14,3071,57.21,580,768,14.31,11,0.2,1,"Clusters of cases"
"Kosovo[1]","Europe",106495,5930.67,827,46.06,49,2203,122.68,22,1.23,3,"Community transmission"
"China","Western Pacific",103902,7.06,171,0.01,32,4858,0.33,0,0,0,"Clusters of cases"
"Kyrgyzstan","Europe",99316,1522.27,2358,36.14,283,1675,25.67,38,0.58,8,"Clusters of cases"
"Montenegro","Europe",98443,15674.09,407,64.8,0,1545,245.99,23,3.66,0,"Clusters of cases"
"Uzbekistan","Europe",95467,285.24,2743,8.2,395,666,1.99,11,0.03,2,"Clusters of cases"
"Thailand","South-East Asia",93794,134.38,16983,24.33,4887,518,0.74,182,0.26,32,"Clusters of cases"
"Ghana","Africa",93125,299.7,297,0.96,114,783,2.52,0,0,0,"Community transmission"
"Zambia","Africa",92211,501.58,362,1.97,59,1259,6.85,4,0.02,1,"Community transmission"
"Finland","Europe",88990,1610.59,1461,26.44,124,927,16.78,11,0.2,3,"Community transmission"
"Cameroon","Africa",74733,281.52,0,0,0,1144,4.31,0,0,0,"Community transmission"
"El Salvador","Americas",70380,1085.07,383,5.9,0,2168,33.42,27,0.42,4,"Community transmission"
"Mozambique","Africa",70287,224.88,235,0.75,20,826,2.64,8,0.03,0,"Community transmission"
"Cyprus","Europe",70098,7893.87,2678,301.57,390,339,38.18,13,1.46,2,"Clusters of cases"
"Luxembourg","Europe",68552,10948.91,910,145.34,121,806,128.73,6,0.96,2,"Community transmission"
"Afghanistan","Eastern Mediterranean",63045,161.95,1883,4.84,327,2721,6.99,57,0.15,8,"Community transmission"
"Singapore","Western Pacific",61419,1049.84,151,2.58,16,31,0.53,0,0,0,"Sporadic cases"
"Namibia","Africa",50515,1988.07,1192,46.91,214,702,27.63,35,1.38,6,"Community transmission"
"Botswana","Africa",49041,2085.41,1190,50.6,0,751,31.94,27,1.15,0,"Community transmission"
"Jamaica","Americas",46922,1584.58,728,24.58,101,820,27.69,26,0.88,6,"Community transmission"
"Côte d’Ivoire","Africa",46516,176.34,285,1.08,32,292,1.11,1,0,0,"Community transmission"
"Mongolia","Western Pacific",46448,1416.84,4924,150.2,512,184,5.61,54,1.65,5,"Clusters of cases"
"Uganda","Africa",42487,92.89,385,0.84,60,346,0.76,3,0.01,0,"Community transmission"
"Senegal","Africa",40762,243.44,218,1.3,33,1121,6.69,7,0.04,1,"Community transmission"
"Maldives","South-East Asia",40092,7416.97,7427,1373.99,1572,87,16.09,13,2.4,0,"Clusters of cases"
"Madagascar","Africa",39510,142.68,1394,5.03,159,738,2.67,48,0.17,6,"Community transmission"
"Zimbabwe","Africa",38466,258.81,109,0.73,18,1579,10.62,5,0.03,0,"Community transmission"
"Sudan","Eastern Mediterranean",34889,79.57,188,0.43,0,2446,5.58,10,0.02,0,"Clusters of cases"
"Malawi","Africa",34186,178.7,43,0.22,3,1153,6.03,2,0.01,0,"Community transmission"
"Malta","Europe",30464,5920.35,83,16.13,6,417,81.04,1,0.19,0,"Clusters of cases"
"Democratic Republic of the Congo","Africa",30429,33.98,299,0.33,40,775,0.87,5,0.01,0,"Community transmission"
"Australia","Western Pacific",29947,117.44,82,0.32,8,910,3.57,0,0,0,"Clusters of cases"
"Angola","Africa",29405,89.47,1876,5.71,259,645,1.96,27,0.08,6,"Community transmission"
"Cabo Verde","Africa",27029,4861.44,1870,336.34,320,238,42.81,9,1.62,2,"Community transmission"
"Rwanda","Africa",25846,199.55,425,3.28,73,340,2.63,2,0.02,0,"Community transmission"
"Gabon","Africa",23734,1066.34,533,23.95,169,143,6.42,3,0.13,0,"Community transmission"
"Syrian Arab Republic","Eastern Mediterranean",23543,134.53,422,2.41,53,1676,9.58,51,0.29,6,"Community transmission"
"Guinea","Africa",22707,172.9,239,1.82,0,151,1.15,3,0.02,0,"Community transmission"
"Réunion","Africa",22644,2529.17,1193,133.25,0,169,18.88,19,2.12,0,"Community transmission"
"French Guiana","Americas",20877,6989.71,799,267.51,0,106,35.49,2,0.67,0,"Community transmission"
"Cambodia","Western Pacific",20695,123.78,3074,18.39,0,136,0.81,22,0.13,0,"Sporadic cases"
"Mayotte","Africa",20176,7395.49,42,15.4,0,171,62.68,1,0.37,0,"Community transmission"
"French Polynesia","Western Pacific",18797,6691.51,22,7.83,0,141,50.19,0,0,0,"Sporadic cases"
"Mauritania","Africa",18745,403.15,203,4.37,21,457,9.83,1,0.02,0,"Community transmission"
"Eswatini","Africa",18492,1593.91,25,2.15,5,671,57.84,0,0,0,"Community transmission"
"Guadeloupe","Americas",15429,3856.05,795,198.69,0,236,58.98,8,2,0,"Community transmission"
"Guyana","Americas",14531,1847.43,875,111.25,89,331,42.08,25,3.18,4,"Community transmission"
"Somalia","Eastern Mediterranean",14486,91.15,118,0.74,0,753,4.74,8,0.05,0,"Community transmission"
"Mali","Africa",14149,69.87,151,0.75,16,507,2.5,14,0.07,1,"Community transmission"
"Trinidad and Tobago","Americas",13802,986.22,2096,149.77,348,224,16.01,39,2.79,9,"Community transmission"
"Tajikistan","Europe",13714,143.79,0,0,0,91,0.95,0,0,0,"Pending"
"Andorra","Europe",13447,17403.74,131,169.55,18,127,164.37,0,0,0,"Community transmission"
"Burkina Faso","Africa",13387,64.04,42,0.2,3,164,0.78,3,0.01,0,"Community transmission"
"Haiti","Americas",13255,116.25,91,0.8,28,268,2.35,5,0.04,2,"Community transmission"
"Papua New Guinea","Western Pacific",13242,148,1612,18.02,0,133,1.49,12,0.13,0,"Community transmission"
"Togo","Africa",13210,159.57,142,1.72,43,125,1.51,2,0.02,0,"Community transmission"
"Belize","Americas",12704,3194.95,29,7.29,4,323,81.23,0,0,0,"Community transmission"
"Curaçao","Americas",12236,7456.75,23,14.02,0,117,71.3,6,3.66,1,"Community transmission"
"Martinique","Americas",11490,3061.84,351,93.53,0,87,23.18,8,2.13,0,"Community transmission"
"Djibouti","Eastern Mediterranean",11387,1152.53,119,12.04,18,151,15.28,4,0.4,0,"Community transmission"
"Congo","Africa",11343,205.56,327,5.93,0,148,2.68,1,0.02,0,"Community transmission"
"Suriname","Americas",11306,1927.27,683,116.43,93,220,37.5,8,1.36,2,"Clusters of cases"
"Bahamas","Americas",10933,2780.21,274,69.68,0,214,54.42,3,0.76,0,"Clusters of cases"
"Aruba","Americas",10795,10110.9,116,108.65,14,104,97.41,4,3.75,2,"Community transmission"
"Lesotho","Africa",10778,503.12,29,1.35,4,320,14.94,1,0.05,1,"Community transmission"
"South Sudan","Africa",10641,95.06,28,0.25,0,115,1.03,0,0,0,"Community transmission"
"Seychelles","Africa",8172,8309.35,1443,1467.25,0,28,28.47,0,0,0,"Community transmission"
"Benin","Africa",7984,65.86,100,0.82,0,101,0.83,1,0.01,0,"Community transmission"
"Guam","Western Pacific",7834,4641.68,39,23.11,15,139,82.36,1,0.59,0,"Clusters of cases"
"Equatorial Guinea","Africa",7694,548.4,0,0,0,112,7.98,0,0,0,"Community transmission"
"Central African Republic","Africa",6866,142.16,192,3.98,0,95,1.97,2,0.04,0,"Community transmission"
"Iceland","Europe",6522,1791.1,31,8.51,3,29,7.96,0,0,0,"Community transmission"
"Yemen","Eastern Mediterranean",6502,21.8,84,0.28,6,1278,4.28,17,0.06,1,"Community transmission"
"Gambia","Africa",5934,245.54,12,0.5,0,175,7.24,0,0,0,"Community transmission"
"Nicaragua","Americas",5649,85.27,74,1.12,0,184,2.78,1,0.02,0,"Community transmission"
"Niger","Africa",5325,22,16,0.07,1,192,0.79,0,0,0,"Community transmission"
"San Marino","Europe",5086,14986.15,10,29.47,3,90,265.19,0,0,0,"Community transmission"
"Chad","Africa",4891,29.78,44,0.27,3,172,1.05,2,0.01,0,"Community transmission"
"Saint Lucia","Americas",4700,2559.54,115,62.63,10,75,40.84,1,0.54,0,"Community transmission"
"Gibraltar","Europe",4286,12721.5,3,8.9,0,94,279.01,0,0,0,"Clusters of cases"
"Burundi","Africa",4261,35.83,168,1.41,28,6,0.05,0,0,0,"Community transmission"
"Sierra Leone","Africa",4090,51.27,22,0.28,1,79,0.99,0,0,0,"Community transmission"
"Barbados","Americas",3950,1374.51,66,22.97,0,45,15.66,0,0,0,"Community transmission"
"Comoros","Africa",3930,451.93,13,1.49,0,146,16.79,0,0,0,"Community transmission"
"Eritrea","Africa",3822,107.77,115,3.24,4,12,0.34,0,0,0,"Community transmission"
"Guinea-Bissau","Africa",3741,190.09,3,0.15,0,67,3.4,0,0,0,"Community transmission"
"Viet Nam","Western Pacific",3658,3.76,628,0.65,87,35,0.04,0,0,0,"Clusters of cases"
"Timor-Leste","South-East Asia",3626,275.02,840,63.71,133,5,0.38,1,0.08,0,"Clusters of cases"
"United States Virgin Islands","Americas",3236,3098.87,58,55.54,3,27,25.86,0,0,0,"Community transmission"
"Jersey","Europe",3235,3001.04,1,0.93,1,69,64.01,0,0,0,"Community transmission"
"Liechtenstein","Europe",3069,7920.61,21,54.2,0,57,147.11,0,0,0,"Sporadic cases"
"Monaco","Europe",2486,6334.73,18,45.87,5,32,81.54,0,0,0,"Sporadic cases"
"Bermuda","Americas",2455,3942.32,28,44.96,4,31,49.78,1,1.61,0,"Community transmission"
"Turks and Caicos Islands","Americas",2404,6209,8,20.66,2,17,43.91,0,0,0,"Clusters of cases"
"Sao Tome and Principe","Africa",2320,1058.59,6,2.74,0,35,15.97,0,0,0,"Community transmission"
"New Zealand","Western Pacific",2288,47.45,11,0.23,1,26,0.54,0,0,0,"Sporadic cases"
"Sint Maarten","Americas",2268,5288.93,28,65.3,5,27,62.96,0,0,0,"Community transmission"
"Liberia","Africa",2125,42.02,12,0.24,7,85,1.68,0,0,0,"Community transmission"
"Saint Vincent and the Grenadines","Americas",1922,1732.47,40,36.06,0,12,10.82,1,0.9,0,"Community transmission"
"Saint Martin","Americas",1777,4596.6,28,72.43,0,14,36.21,0,0,0,"Community transmission"
"Isle of Man","Europe",1590,1869.88,0,0,0,29,34.1,0,0,0,"No cases"
"Bonaire","Americas",1557,7444.42,23,109.97,1,17,81.28,1,4.78,0,"Community transmission"
"Lao People's Democratic Republic","Western Pacific",1417,19.48,345,4.74,55,1,0.01,1,0.01,0,"Sporadic cases"
"Mauritius","Africa",1288,101.28,47,3.7,0,17,1.34,0,0,0,"Clusters of cases"
"Bhutan","South-East Asia",1257,162.91,113,14.64,10,1,0.13,0,0,0,"Clusters of cases"
"Antigua and Barbuda","Americas",1240,1266.22,9,9.19,2,32,32.68,0,0,0,"Clusters of cases"
"Saint Barthélemy","Americas",994,10055.64,6,60.7,0,1,10.12,0,0,0,"Clusters of cases"
"Guernsey","Europe",822,1275.05,0,0,0,14,21.72,0,0,0,"Community transmission"
"Other","Other",746,NA,0,NA,0,13,NA,0,NA,0,"Not applicable"
"Faroe Islands","Europe",669,1369.08,1,2.05,1,1,2.05,0,0,0,"Sporadic cases"
"Cayman Islands","Americas",548,833.84,3,4.56,0,2,3.04,0,0,0,"Sporadic cases"
"United Republic of Tanzania","Africa",509,0.85,0,0,0,21,0.04,0,0,0,"Pending"
"Wallis and Futuna","Western Pacific",454,4036.99,1,8.89,0,7,62.24,0,0,0,"Sporadic cases"
"Brunei Darussalam","Western Pacific",231,52.8,3,0.69,1,3,0.69,0,0,0,"Clusters of cases"
"British Virgin Islands","Americas",219,724.28,3,9.92,0,1,3.31,0,0,0,"Clusters of cases"
"Dominica","Americas",175,243.09,1,1.39,0,0,0,0,0,0,"Clusters of cases"
"Northern Mariana Islands (Commonwealth of the)","Western Pacific",170,295.36,2,3.47,0,2,3.47,0,0,0,"Pending"
"Fiji","Western Pacific",161,17.96,36,4.02,9,3,0.33,1,0.11,0,"Sporadic cases"
"Grenada","Americas",161,143.08,0,0,0,1,0.89,0,0,0,"Sporadic cases"
"New Caledonia","Western Pacific",124,43.43,0,0,0,0,0,0,0,0,"Sporadic cases"
"Anguilla","Americas",109,726.57,14,93.32,0,0,0,0,0,0,"Clusters of cases"
"Falkland Islands (Malvinas)","Americas",63,1808.79,0,0,0,0,0,0,0,0,"Sporadic cases"
"Saint Kitts and Nevis","Americas",45,84.6,0,0,0,0,0,0,0,0,"Sporadic cases"
"Greenland","Europe",31,54.6,0,0,0,0,0,0,0,0,"No cases"
"Holy See","Europe",26,3213.84,0,0,0,0,0,0,0,0,"Sporadic cases"
"Saint Pierre and Miquelon","Americas",25,431.41,0,0,0,0,0,0,0,0,"Sporadic cases"
"Montserrat","Americas",20,400.08,0,0,0,1,20,0,0,0,"No cases"
"Sint Eustatius","Americas",20,637.15,0,0,0,0,0,0,0,0,"No cases"
"Solomon Islands","Western Pacific",20,2.91,0,0,0,0,0,0,0,0,"No cases"
"Saba","Americas",7,362.13,0,0,0,0,0,0,0,0,"Sporadic cases"
"Marshall Islands","Western Pacific",4,6.76,0,0,0,0,0,0,0,0,"No cases"
"Vanuatu","Western Pacific",3,0.98,0,0,0,0,0,0,0,0,"No cases"
"Samoa","Western Pacific",1,0.5,0,0,0,0,0,0,0,0,"No cases"
"American Samoa","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
"Cook Islands","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
"Democratic People's Republic of Korea","South-East Asia",0,0,0,0,0,0,0,0,0,0,"No cases"
"Kiribati","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
"Micronesia (Federated States of)","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
"Nauru","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
"Niue","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
"Palau","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
"Pitcairn Islands","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
"Saint Helena","Africa",0,0,0,0,0,0,0,0,0,0,"No cases"
"Tokelau","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
"Tonga","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
"Turkmenistan","Europe",0,0,0,0,0,0,0,0,0,0,"No cases"
"Tuvalu","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
