"","Name","Region","casesCumulative","cumulative100000p","reported7d","reported7d100000p","reported24h","deathsCumulative","deathsCumulative100000p","deathsreported7d","deathsreported7d100000p","deathsreported24h","transmisionType"
"45","Bulgaria","Europe",409495,5890.76,5115,73.58,1123,16886,242.91,487,7.01,86,"Clusters of cases"
"46","Ecuador","Americas",396888,2249.54,15026,85.17,1561,19061,108.04,430,2.44,43,"Community transmission"
"47","Kazakhstan","Europe",393758,2097.06,15188,80.89,0,4542,24.19,197,1.05,0,"Clusters of cases"
"48","Slovakia","Europe",385395,7061.27,2675,49.01,373,11990,219.68,258,4.73,44,"Clusters of cases"
"49","Nepal","South-East Asia",377603,1295.97,54416,186.76,9023,3579,12.28,300,1.03,50,"Clusters of cases"
"50","Panama","Americas",366364,8490.93,2146,49.74,389,6255,144.97,28,0.65,3,"Community transmission"
"51","Belarus","Europe",366305,3876.52,7567,80.08,1354,2612,27.64,70,0.74,10,"Community transmission"
"52","Greece","Europe",358116,3341.08,13083,122.06,2671,10910,101.79,529,4.94,63,"Community transmission"
"53","Croatia","Europe",343829,8472.52,9600,236.56,1342,7424,182.94,294,7.24,36,"Community transmission"
"54","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean",329787,6464.62,4484,87.9,559,3606,70.69,89,1.74,12,"Community transmission"
"55","Azerbaijan","Europe",325407,3209.4,6298,62.12,722,4650,45.86,133,1.31,15,"Clusters of cases"
"56","Georgia","Europe",320830,8042.52,9373,234.96,1564,4263,106.86,133,3.33,18,"Community transmission"
"57","Tunisia","Eastern Mediterranean",318236,2692.67,9117,77.14,1226,11277,95.42,555,4.7,69,"Community transmission"
"58","Bolivia (Plurinational State of)","Americas",314190,2691.59,10458,89.59,1783,13151,112.66,200,1.71,28,"Community transmission"
"59","Paraguay","Americas",291540,4087.47,14675,205.75,2566,6883,96.5,581,8.15,85,"Community transmission"
"60","Kuwait","Eastern Mediterranean",282981,6626.3,8990,210.51,1209,1628,38.12,65,1.52,7,"Community transmission"
"61","Dominican Republic","Americas",269958,2488.57,3397,31.31,774,3517,32.42,37,0.34,3,"Community transmission"
"62","Costa Rica","Americas",263094,5164.66,14712,288.8,2559,3341,65.59,124,2.43,15,"Community transmission"
"63","Ethiopia","Africa",261580,227.53,4138,3.6,778,3840,3.34,152,0.13,18,"Community transmission"
"64","Denmark","Europe",257505,4422.39,6077,104.37,1023,2495,42.85,10,0.17,2,"Community transmission"
"65","Lithuania","Europe",256906,9194.62,8251,295.3,1522,4024,144.02,87,3.11,5,"Community transmission"
"66","Republic of Moldova","Europe",252413,6257.2,1576,39.07,260,5929,146.98,117,2.9,17,"Community transmission"
"67","Ireland","Europe",251474,5065.51,2604,52.45,0,4921,99.12,18,0.36,0,"Community transmission"
"68","Slovenia","Europe",245159,11697.29,4796,228.83,606,4600,219.48,17,0.81,0,"Clusters of cases"
"69","Egypt","Eastern Mediterranean",235140,229.78,7588,7.41,1125,13779,13.46,440,0.43,65,"Clusters of cases"
"70","Guatemala","Americas",232439,1297.41,4768,26.61,0,7677,42.85,153,0.85,0,"Community transmission"
"71","Armenia","Europe",219092,7393.68,2496,84.23,411,4225,142.58,97,3.27,16,"Community transmission"
"72","Honduras","Americas",217595,2196.91,6519,65.82,631,5502,55.55,241,2.43,63,"Community transmission"
"73","Uruguay","Americas",213449,6144.66,17715,509.97,3582,2972,85.56,409,11.77,54,"Community transmission"
"74","Qatar","Eastern Mediterranean",210070,7291.43,4418,153.35,600,496,17.22,38,1.32,3,"Community transmission"
"75","Venezuela (Bolivarian Republic of)","Americas",204057,717.6,7671,26.98,1299,2244,7.89,127,0.45,18,"Community transmission"
"76","Bosnia and Herzegovina","Europe",200693,6117.17,2232,68.03,340,8790,267.92,239,7.28,28,"Community transmission"
"77","Oman","Eastern Mediterranean",199344,3903.63,6091,119.28,0,2083,40.79,73,1.43,0,"Community transmission"
"78","Bahrain","Eastern Mediterranean",186403,10954.73,9469,556.48,1706,674,39.61,28,1.65,4,"Community transmission"
"79","Libya","Eastern Mediterranean",179697,2615.19,2189,31.86,504,3063,44.58,34,0.49,4,"Community transmission"
"80","Nigeria","Africa",165352,80.21,242,0.12,39,2065,1,2,0,0,"Community transmission"
"81","Kenya","Africa",162666,302.51,3348,6.23,568,2865,5.33,141,0.26,15,"Community transmission"
"82","North Macedonia","Europe",153694,7377.15,1327,63.69,233,5067,243.21,212,10.18,25,"Clusters of cases"
"83","Myanmar","South-East Asia",142934,262.7,117,0.22,31,3210,5.9,1,0,0,"Clusters of cases"
"84","Puerto Rico","Americas",134368,4696.78,2931,102.45,522,2355,82.32,52,1.82,7,"Community transmission"
"85","Albania","Europe",131577,4572.14,492,17.1,67,2408,83.68,14,0.49,2,"Clusters of cases"
"86","Republic of Korea","Western Pacific",126745,247.21,4111,8.02,701,1865,3.64,34,0.07,5,"Clusters of cases"
"87","Estonia","Europe",124901,9398.29,2451,184.43,372,1195,89.92,29,2.18,2,"Clusters of cases"
"88","Algeria","Africa",123692,282.07,1584,3.61,219,3315,7.56,62,0.14,8,"Community transmission"
"89","Latvia","Europe",122545,6423.79,3987,209,1036,2197,115.17,66,3.46,19,"Community transmission"
"90","Sri Lanka","South-East Asia",121338,566.65,13192,61.61,1914,745,3.48,78,0.36,0,"Clusters of cases"
"91","Norway","Europe",115410,2150.13,2870,53.47,505,767,14.29,11,0.2,0,"Clusters of cases"
"92","Cuba","Americas",113876,1005.38,7169,63.29,1162,713,6.29,69,0.61,12,"Community transmission"
"93","Kosovo[1]","Europe",106149,5911.4,1004,55.91,170,2192,122.07,29,1.61,4,"Community transmission"
"94","China","Western Pacific",103774,7.05,152,0.01,15,4858,0.33,1,0,0,"Clusters of cases"
"95","Montenegro","Europe",98136,15625.21,523,83.27,0,1527,243.13,24,3.82,0,"Clusters of cases"
"96","Kyrgyzstan","Europe",98079,1503.31,2327,35.67,416,1649,25.28,37,0.57,6,"Clusters of cases"
"97","Uzbekistan","Europe",93978,280.79,2728,8.15,381,662,1.98,12,0.04,2,"Clusters of cases"
"98","Ghana","Africa",92856,298.83,294,0.95,28,783,2.52,4,0.01,0,"Community transmission"
"99","Zambia","Africa",92004,500.46,418,2.27,58,1256,6.83,5,0.03,0,"Community transmission"
"100","Finland","Europe",88332,1598.68,1524,27.58,254,922,16.69,8,0.14,3,"Community transmission"
"101","Thailand","South-East Asia",81274,116.44,14230,20.39,2419,382,0.55,158,0.23,19,"Clusters of cases"
"102","Cameroon","Africa",74733,281.52,4126,15.54,0,1144,4.31,80,0.3,0,"Community transmission"
"103","El Salvador","Americas",70255,1083.14,1057,16.3,258,2146,33.09,22,0.34,3,"Community transmission"
"104","Mozambique","Africa",70138,224.4,221,0.71,30,820,2.62,6,0.02,1,"Community transmission"
"105","Cyprus","Europe",68776,7745,2867,322.86,334,332,37.39,20,2.25,4,"Clusters of cases"
"106","Luxembourg","Europe",68153,10885.18,948,151.41,133,801,127.93,5,0.8,0,"Community transmission"
"107","Afghanistan","Eastern Mediterranean",61755,158.64,1816,4.66,300,2683,6.89,52,0.13,10,"Community transmission"
"108","Singapore","Western Pacific",61331,1048.33,186,3.18,45,31,0.53,1,0.02,0,"Sporadic cases"
"109","Namibia","Africa",49552,1950.17,898,35.34,92,682,26.84,39,1.53,8,"Community transmission"
"110","Botswana","Africa",48417,2058.87,1483,63.06,0,734,31.21,22,0.94,0,"Community transmission"
"111","Jamaica","Americas",46428,1567.9,850,28.7,90,801,27.05,23,0.78,3,"Community transmission"
"112","Côte d’Ivoire","Africa",46344,175.69,346,1.31,113,291,1.1,5,0.02,0,"Community transmission"
"113","Mongolia","Western Pacific",43201,1317.79,7222,220.3,737,153,4.67,43,1.31,11,"Clusters of cases"
"114","Uganda","Africa",42224,92.31,317,0.69,72,346,0.76,3,0.01,1,"Community transmission"
"115","Senegal","Africa",40621,242.6,277,1.65,43,1116,6.67,9,0.05,0,"Community transmission"
"116","Madagascar","Africa",38641,139.54,1627,5.88,304,701,2.53,58,0.21,6,"Community transmission"
"117","Zimbabwe","Africa",38403,258.38,146,0.98,5,1576,10.6,9,0.06,1,"Community transmission"
"118","Sudan","Eastern Mediterranean",34461,78.59,465,1.06,0,2365,5.39,4,0.01,0,"Clusters of cases"
"119","Malawi","Africa",34158,178.56,80,0.42,7,1152,6.02,4,0.02,0,"Community transmission"
"120","Maldives","South-East Asia",34134,6314.75,4299,795.31,766,82,15.17,9,1.66,5,"Clusters of cases"
"121","Malta","Europe",30432,5914.13,140,27.21,12,417,81.04,4,0.78,1,"Clusters of cases"
"122","Democratic Republic of the Congo","Africa",30240,33.76,387,0.43,39,772,0.86,6,0.01,2,"Community transmission"
"123","Australia","Western Pacific",29897,117.24,96,0.38,11,910,3.57,0,0,0,"Clusters of cases"
"124","Angola","Africa",28201,85.81,1549,4.71,280,628,1.91,32,0.1,6,"Community transmission"
"125","Cabo Verde","Africa",25837,4647.05,1955,351.63,311,231,41.55,14,2.52,1,"Community transmission"
"126","Rwanda","Africa",25539,197.18,423,3.27,53,338,2.61,3,0.02,0,"Community transmission"
"127","Gabon","Africa",23432,1052.78,357,16.04,231,143,6.42,4,0.18,3,"Community transmission"
"128","Syrian Arab Republic","Eastern Mediterranean",23256,132.89,523,2.99,65,1639,9.37,47,0.27,8,"Community transmission"
"129","Guinea","Africa",22553,171.73,338,2.57,0,149,1.13,5,0.04,0,"Community transmission"
"130","Réunion","Africa",21451,2395.92,1070,119.51,0,150,16.75,2,0.22,0,"Community transmission"
"131","French Guiana","Americas",20366,6818.62,962,322.08,140,104,34.82,4,1.34,0,"Community transmission"
"132","Mayotte","Africa",20134,7380.09,40,14.66,0,170,62.31,0,0,0,"Community transmission"
"133","French Polynesia","Western Pacific",18790,6689.02,32,11.39,14,141,50.19,0,0,0,"Sporadic cases"
"134","Mauritania","Africa",18613,400.31,211,4.54,37,456,9.81,1,0.02,0,"Community transmission"
"135","Eswatini","Africa",18474,1592.36,16,1.38,1,671,57.84,0,0,0,"Community transmission"
"136","Cambodia","Western Pacific",18179,108.73,4389,26.25,0,114,0.68,18,0.11,0,"Sporadic cases"
"137","Guadeloupe","Americas",15429,3856.05,1659,414.62,795,236,58.98,25,6.25,8,"Community transmission"
"138","Somalia","Eastern Mediterranean",14368,90.4,453,2.85,0,745,4.69,32,0.2,0,"Community transmission"
"139","Mali","Africa",14059,69.42,201,0.99,30,497,2.45,13,0.06,4,"Community transmission"
"140","Guyana","Americas",13957,1774.45,851,108.19,128,310,39.41,15,1.91,2,"Community transmission"
"141","Tajikistan","Europe",13714,143.79,0,0,0,91,0.95,0,0,0,"Pending"
"142","Andorra","Europe",13390,17329.97,158,204.49,27,127,164.37,2,2.59,0,"Community transmission"
"143","Burkina Faso","Africa",13353,63.88,43,0.21,8,162,0.77,5,0.02,1,"Community transmission"
"144","Haiti","Americas",13164,115.45,108,0.95,0,263,2.31,9,0.08,0,"Community transmission"
"145","Togo","Africa",13106,158.31,139,1.68,16,124,1.5,1,0.01,0,"Community transmission"
"146","Belize","Americas",12682,3189.41,36,9.05,2,323,81.23,0,0,0,"Community transmission"
"147","Trinidad and Tobago","Americas",12396,885.75,1898,135.62,291,191,13.65,26,1.86,2,"Community transmission"
"148","Curaçao","Americas",12222,7448.22,41,24.99,4,113,68.86,5,3.05,0,"Community transmission"
"149","Papua New Guinea","Western Pacific",11630,129.99,424,4.74,0,121,1.35,6,0.07,0,"Community transmission"
"150","Martinique","Americas",11490,3061.84,999,266.21,351,87,23.18,17,4.53,8,"Community transmission"
"151","Djibouti","Eastern Mediterranean",11319,1145.65,219,22.17,12,148,14.98,5,0.51,0,"Community transmission"
"152","Congo","Africa",11147,202.01,469,8.5,0,148,2.68,4,0.07,0,"Community transmission"
"153","Suriname","Americas",10816,1843.75,530,90.35,120,213,36.31,12,2.05,1,"Clusters of cases"
"154","Bahamas","Americas",10773,2739.52,320,81.37,62,212,53.91,13,3.31,1,"Clusters of cases"
"155","Lesotho","Africa",10761,502.32,30,1.4,12,319,14.89,3,0.14,0,"Community transmission"
"156","Aruba","Americas",10737,10056.57,129,120.82,16,100,93.66,2,1.87,0,"Community transmission"
"157","South Sudan","Africa",10637,95.03,54,0.48,17,116,1.04,1,0.01,0,"Community transmission"
"158","Benin","Africa",7884,65.03,63,0.52,0,100,0.82,1,0.01,0,"Community transmission"
"159","Guam","Western Pacific",7802,4622.72,56,33.18,3,139,82.36,3,1.78,0,"Clusters of cases"
"160","Equatorial Guinea","Africa",7694,548.4,0,0,0,112,7.98,0,0,0,"Community transmission"
"161","Seychelles","Africa",6811,6925.48,1106,1124.59,0,28,28.47,1,1.02,0,"Community transmission"
"162","Central African Republic","Africa",6674,138.18,263,5.45,0,93,1.93,5,0.1,0,"Community transmission"
"163","Iceland","Europe",6506,1786.7,34,9.34,6,29,7.96,0,0,0,"Community transmission"
"164","Yemen","Eastern Mediterranean",6450,21.63,129,0.43,20,1270,4.26,43,0.14,4,"Community transmission"
"165","Gambia","Africa",5925,245.17,27,1.12,0,175,7.24,1,0.04,0,"Community transmission"
"166","Nicaragua","Americas",5575,84.16,77,1.16,0,183,2.76,1,0.02,0,"Community transmission"
"167","Niger","Africa",5310,21.94,82,0.34,1,192,0.79,1,0,0,"Community transmission"
"168","San Marino","Europe",5079,14965.53,13,38.31,0,90,265.19,0,0,0,"Community transmission"
"169","Chad","Africa",4862,29.6,45,0.27,8,170,1.03,0,0,0,"Community transmission"
"170","Saint Lucia","Americas",4607,2508.89,73,39.75,5,75,40.84,1,0.54,0,"Community transmission"
"171","Gibraltar","Europe",4286,12721.5,3,8.9,0,94,279.01,0,0,0,"Clusters of cases"
"172","Burundi","Africa",4149,34.89,131,1.1,17,6,0.05,0,0,0,"Community transmission"
"173","Sierra Leone","Africa",4068,51,14,0.18,0,79,0.99,0,0,0,"Community transmission"
"174","Barbados","Americas",3929,1367.2,74,25.75,14,45,15.66,1,0.35,0,"Community transmission"
"175","Comoros","Africa",3922,451.01,14,1.61,0,146,16.79,0,0,0,"Community transmission"
"176","Eritrea","Africa",3742,105.51,71,2,8,12,0.34,2,0.06,0,"Community transmission"
"177","Guinea-Bissau","Africa",3739,189.99,5,0.25,1,67,3.4,0,0,0,"Community transmission"
"178","Jersey","Europe",3234,3000.11,0,0,0,69,64.01,0,0,0,"Community transmission"
"179","United States Virgin Islands","Americas",3210,3073.98,94,90.02,32,27,25.86,0,0,0,"Community transmission"
"180","Viet Nam","Western Pacific",3152,3.24,224,0.23,61,35,0.04,0,0,0,"Clusters of cases"
"181","Liechtenstein","Europe",3056,7887.06,26,67.1,0,57,147.11,1,2.58,0,"Sporadic cases"
"182","Timor-Leste","South-East Asia",2965,224.89,689,52.26,95,4,0.3,1,0.08,0,"Clusters of cases"
"183","Monaco","Europe",2477,6311.79,23,58.61,2,32,81.54,0,0,0,"Sporadic cases"
"184","Bermuda","Americas",2432,3905.38,50,80.29,3,30,48.17,3,4.82,0,"Community transmission"
"185","Turks and Caicos Islands","Americas",2402,6203.83,14,36.16,2,17,43.91,0,0,0,"Clusters of cases"
"186","Sao Tome and Principe","Africa",2317,1057.22,15,6.84,0,35,15.97,0,0,0,"Community transmission"
"187","New Zealand","Western Pacific",2284,47.36,27,0.56,6,26,0.54,0,0,0,"Sporadic cases"
"188","Sint Maarten","Americas",2250,5246.96,20,46.64,3,27,62.96,0,0,0,"Community transmission"
"189","Liberia","Africa",2113,41.78,14,0.28,0,85,1.68,0,0,0,"Community transmission"
"190","Saint Vincent and the Grenadines","Americas",1895,1708.13,31,27.94,6,12,10.82,1,0.9,0,"Community transmission"
"191","Saint Martin","Americas",1777,4596.6,49,126.75,28,14,36.21,1,2.59,0,"Community transmission"
"192","Isle of Man","Europe",1590,1869.88,3,3.53,0,29,34.1,0,0,0,"No cases"
"193","Bonaire","Americas",1547,7396.61,16,76.5,6,16,76.5,0,0,0,"Community transmission"
"194","Mauritius","Africa",1241,97.58,35,2.75,0,17,1.34,1,0.08,0,"Clusters of cases"
"195","Antigua and Barbuda","Americas",1232,1258.05,0,0,0,32,32.68,0,0,0,"Clusters of cases"
"196","Lao People's Democratic Republic","Western Pacific",1205,16.56,448,6.16,28,0,0,0,0,0,"Sporadic cases"
"197","Bhutan","South-East Asia",1190,154.22,116,15.03,29,1,0.13,0,0,0,"Clusters of cases"
"198","Saint Barthélemy","Americas",994,10055.64,18,182.09,6,1,10.12,0,0,0,"Clusters of cases"
"199","Guernsey","Europe",822,1275.05,0,0,0,14,21.72,0,0,0,"Community transmission"
"200","Other","Other",746,NA,0,NA,0,13,NA,0,NA,0,"Not applicable"
"201","Faroe Islands","Europe",668,1367.03,4,8.19,0,1,2.05,0,0,0,"Sporadic cases"
"202","Cayman Islands","Americas",545,829.28,3,4.56,0,2,3.04,0,0,0,"Sporadic cases"
"203","United Republic of Tanzania","Africa",509,0.85,0,0,0,21,0.04,0,0,0,"Pending"
"204","Wallis and Futuna","Western Pacific",454,4036.99,1,8.89,0,7,62.24,0,0,0,"Sporadic cases"
"205","Brunei Darussalam","Western Pacific",230,52.57,5,1.14,1,3,0.69,0,0,0,"Clusters of cases"
"206","British Virgin Islands","Americas",216,714.36,22,72.76,0,1,3.31,0,0,0,"Clusters of cases"
"207","Dominica","Americas",174,241.7,0,0,0,0,0,0,0,0,"Clusters of cases"
"208","Northern Mariana Islands (Commonwealth of the)","Western Pacific",169,293.62,1,1.74,1,2,3.47,0,0,0,"Pending"
"209","Grenada","Americas",161,143.08,0,0,0,1,0.89,0,0,0,"Sporadic cases"
"210","Fiji","Western Pacific",136,15.17,19,2.12,7,3,0.33,1,0.11,0,"Sporadic cases"
"211","New Caledonia","Western Pacific",124,43.43,0,0,0,0,0,0,0,0,"Sporadic cases"
"212","Anguilla","Americas",95,633.25,2,13.33,0,0,0,0,0,0,"Clusters of cases"
"213","Falkland Islands (Malvinas)","Americas",63,1808.79,0,0,0,0,0,0,0,0,"Sporadic cases"
"214","Saint Kitts and Nevis","Americas",45,84.6,1,1.88,0,0,0,0,0,0,"Sporadic cases"
"215","Greenland","Europe",31,54.6,0,0,0,0,0,0,0,0,"No cases"
"216","Holy See","Europe",26,3213.84,0,0,0,0,0,0,0,0,"Sporadic cases"
"217","Saint Pierre and Miquelon","Americas",25,431.41,0,0,0,0,0,0,0,0,"Sporadic cases"
"218","Montserrat","Americas",20,400.08,0,0,0,1,20,0,0,0,"No cases"
"219","Sint Eustatius","Americas",20,637.15,0,0,0,0,0,0,0,0,"No cases"
"220","Solomon Islands","Western Pacific",20,2.91,0,0,0,0,0,0,0,0,"No cases"
"221","Saba","Americas",7,362.13,1,51.73,0,0,0,0,0,0,"Sporadic cases"
"222","Marshall Islands","Western Pacific",4,6.76,0,0,0,0,0,0,0,0,"No cases"
"223","Vanuatu","Western Pacific",3,0.98,0,0,0,0,0,0,0,0,"No cases"
"224","Samoa","Western Pacific",1,0.5,0,0,0,0,0,0,0,0,"No cases"
"225","American Samoa","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
"226","Cook Islands","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
"227","Democratic People's Republic of Korea","South-East Asia",0,0,0,0,0,0,0,0,0,0,"No cases"
"228","Kiribati","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
"229","Micronesia (Federated States of)","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
"230","Nauru","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
"231","Niue","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
"232","Palau","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
"233","Pitcairn Islands","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
"234","Saint Helena","Africa",0,0,0,0,0,0,0,0,0,0,"No cases"
"235","Tokelau","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
"236","Tonga","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
"237","Turkmenistan","Europe",0,0,0,0,0,0,0,0,0,0,"No cases"
"238","Tuvalu","Western Pacific",0,0,0,0,0,0,0,0,0,0,"No cases"
